run_id,address,groups,position_count,total_position_value,avg_leverage,min_liq_distance_pct,max_account_leverage,low_mid_ratio,high_risk_ratio,wallet_leverage_style,dominant_position_style,style_mix
10,0x50b309f78e774a756a2230e1769729094cac9f20,money_printer,2,102935383.36241001,22.177697096621873,6.965591156120657,14.463153546446268,0.0,1.0,高风险短线钱包,爆仓边缘型,"爆仓边缘型:$74.72M,极高杠杆短线型:$28.21M"
10,0xaeaab54bbf65bfd6efed7d2eb68372298e3c2416,money_printer,2,70720725.08424,19.999999999999996,16.88632362329081,13.194960729145299,0.0,1.0,高风险短线钱包,极高杠杆短线型,极高杠杆短线型:$70.72M
10,0x3e7a0eca8b624b75034ad820fa291425f21f1589,money_printer,2,51978784.429519996,20.0,10.194052695427212,12.672495301743039,0.0,1.0,高风险短线钱包,极高杠杆短线型,极高杠杆短线型:$51.98M
10,0xcf90cfecf74e631feea816d02e757c0c8e895c0e,money_printer,1,45984076.9649,15.0,32.56378213915328,2.932988189992532,0.0,1.0,高风险短线钱包,高杠杆短线型,高杠杆短线型:$45.98M
10,0xa9b95f2a2e7ef219021efc5c04c32761b8553bbd,money_printer,3,41372883.0,12.5964591348396,37.463171145527845,10.281481323948933,0.0,1.0,高风险短线钱包,高杠杆短线型,"高杠杆短线型:$30.63M,极高杠杆短线型:$10.74M"
10,0x6666885961fec8ed58ddb45637ea41c02d6423f5,money_printer,1,27958050.0,10.0,34.43749712628355,5.070103141849225,0.0,1.0,高风险短线钱包,高杠杆短线型,高杠杆短线型:$27.96M
10,0x9c2a2a966ed8e47f0c8b7e2ec2b91424f229f6a8,money_printer,4,20155356.244119998,17.997631964293664,62.50988210862821,8.532106515632952,0.0,1.0,高风险短线钱包,极高杠杆短线型,"极高杠杆短线型:$16.12M,高杠杆短线型:$4.04M"
10,0xd62d484bda5391d75b414e68f9ddcedb207b7d91,money_printer,1,16791944.543,40.0,54.53124568595295,1.7761818149348616,0.0,1.0,高风险短线钱包,极高杠杆短线型,极高杠杆短线型:$16.79M
10,0x152e41f0b83e6cad4b5dc730c1d6279b7d67c9dc,money_printer,1,16643397.14307,10.0,,10.970399852118025,0.0,1.0,高风险短线钱包,高杠杆短线型,高杠杆短线型:$16.64M
10,0xca4903c207a0df58bf37d4bc8bbc5210726f53c8,money_printer,5,15693423.195294999,27.66587863102857,81.79074627581679,2.8686199405365467,0.0,1.0,高风险短线钱包,极高杠杆短线型,"极高杠杆短线型:$14.80M,高杠杆短线型:$894.38K"
10,0x12f147f08112ff4c32c66bad45118302d20d807c,smart_money,1,15359925.0,40.0,3.3385227116496408,22.10713423496594,0.0,1.0,高风险短线钱包,爆仓边缘型,爆仓边缘型:$15.36M
10,0x4f7634c03ec4e87e14725c84913ade523c6fad5a,money_printer,2,15267239.26027,10.0,27.642725381775286,7.915728319406551,0.0,1.0,高风险短线钱包,高杠杆短线型,高杠杆短线型:$15.27M
10,0x3ff54fd26855db3758d0b5ae7aed47440c47f705,money_printer,1,15097841.07529,13.0,26.626688035067424,3.622109954461526,0.0,1.0,高风险短线钱包,高杠杆短线型,高杠杆短线型:$15.10M
10,0x4f9b096385c4e66ce3dec9a17e150795b9a02e3f,money_printer,1,14899440.0,10.0,51.49374009097005,2.254181355089499,0.0,1.0,高风险短线钱包,高杠杆短线型,高杠杆短线型:$14.90M
10,0xd67ca2c6f8bc84acf4fa4472b82a8740dc0a53ff,money_printer,1,13583555.6561,10.0,24.360242662989183,11.278749396196687,0.0,1.0,高风险短线钱包,高杠杆短线型,高杠杆短线型:$13.58M
10,0x9321d8117e73b0c79035f0e87debcfd8dbb1d75a,money_printer,6,13535522.1613,24.26082865163075,275.74299675867644,10.131482809486586,0.0,1.0,高风险短线钱包,极高杠杆短线型,"极高杠杆短线型:$11.82M,高杠杆短线型:$1.72M"
