id,run_id,address,groups,coin,side,szi,abs_szi,mark_px,position_value,entry_px,unrealized_pnl,roe,leverage,liquidation_px,margin_mode,leverage_style,leverage_note,margin_used,liq_distance_pct,account_leverage,leverage_weight,leverage_risk_score
116504,11,0x010461c14e146ac35fe42271bdc1134ee31c703a,money_printer,AXS,short,-19049.0,19049.0,0.96509,18393.33342,0.98889,444.139843,0.471549275,20.0,156.7690870941,cross,极高杠杆短线型,杠杆20.0x，强降权；强平距离16144.0%较安全；cross 共享保证金,919.666671,16143.986270099162,1.1518869517540709,0.27,29.0
116507,11,0x010461c14e146ac35fe42271bdc1134ee31c703a,money_printer,AZTEC,short,-2720290.0,2720290.0,0.01303,35497.06421,0.013682,1722.844694,0.925765132,20.0,1.1040727536,cross,极高杠杆短线型,杠杆20.0x，强降权；强平距离8373.3%较安全；cross 共享保证金,1774.85321,8373.313534919416,1.1518869517540709,0.27,29.0
116471,11,0x010461c14e146ac35fe42271bdc1134ee31c703a,money_printer,BABY,long,2256042.0,2256042.0,0.013051,29500.005192,0.013141,-147.659259,-0.0996093701,20.0,,cross,极高杠杆短线型,杠杆20.0x，强降权；强平距离未知；cross 共享保证金,1475.000259,,1.1518869517540709,0.25,15.0
116370,11,0x010461c14e146ac35fe42271bdc1134ee31c703a,money_printer,BANANA,short,-733.3,733.3,2.65665,1949.8447,2.6594,0.300389,0.0030806836,20.0,4049.9807054898,cross,极高杠杆短线型,杠杆20.0x，强降权；强平距离152346.9%较安全；cross 共享保证金,97.492235,152346.90514331206,1.1518869517540709,0.27,29.0
116357,11,0x010461c14e146ac35fe42271bdc1134ee31c703a,money_printer,BCH,short,-268.278,268.278,194.625,52247.1405,196.384,438.474652,0.1664494761,20.0,11257.5319151613,cross,极高杠杆短线型,杠杆20.0x，强降权；强平距离5684.2%较安全；cross 共享保证金,2612.357025,5684.216783641002,1.1518869517540709,0.27,29.0
116465,11,0x010461c14e146ac35fe42271bdc1134ee31c703a,money_printer,BERA,long,11839.5,11839.5,0.2111,2494.81944,0.21153,-9.641513,-0.0769947161,20.0,,cross,极高杠杆短线型,杠杆20.0x，强降权；强平距离未知；cross 共享保证金,124.740972,,1.1518869517540709,0.25,15.0
116372,11,0x010461c14e146ac35fe42271bdc1134ee31c703a,money_printer,BIGTIME,short,-2721542.0,2721542.0,0.007484,20403.400374,0.007604,292.602003,0.2827618568,20.0,1.0980188463,cross,极高杠杆短线型,杠杆20.0x，强降权；强平距离14571.6%较安全；cross 共享保证金,1020.170018,14571.550591929448,1.1518869517540709,0.27,29.0
116455,11,0x010461c14e146ac35fe42271bdc1134ee31c703a,money_printer,BIO,long,2217381.0,2217381.0,0.028985,64525.7871,0.02914,-89.008639,-0.0275505441,20.0,,cross,极高杠杆短线型,杠杆20.0x，强降权；强平距离未知；cross 共享保证金,3226.289355,,1.1518869517540709,0.25,15.0
116374,11,0x010461c14e146ac35fe42271bdc1134ee31c703a,money_printer,BLUR,long,692024.0,692024.0,0.014654,10120.158976,0.014756,-92.03751,-0.1802501746,20.0,,cross,极高杠杆短线型,杠杆20.0x，强降权；强平距离未知；cross 共享保证金,506.007948,,1.1518869517540709,0.25,15.0
116340,11,0x010461c14e146ac35fe42271bdc1134ee31c703a,money_printer,BNB,long,66.565,66.565,558.385,37169.23035,560.825,-162.136882,-0.0868636185,20.0,,cross,极高杠杆短线型,杠杆20.0x，强降权；强平距离未知；cross 共享保证金,1858.461517,,1.1518869517540709,0.25,15.0
116418,11,0x010461c14e146ac35fe42271bdc1134ee31c703a,money_printer,BOME,long,20723436.0,20723436.0,0.000403,8351.544708,0.000404,-23.619407,-0.0564034488,20.0,,cross,极高杠杆短线型,杠杆20.0x，强降权；强平距离未知；cross 共享保证金,417.577235,,1.1518869517540709,0.25,15.0
116430,11,0x010461c14e146ac35fe42271bdc1134ee31c703a,money_printer,BRETT,short,-795502.0,795502.0,0.00522,4164.45297,0.005264,23.310321,0.1113258768,20.0,3.7360879792,cross,极高杠杆短线型,杠杆20.0x，强降权；强平距离71472.6%较安全；cross 共享保证金,208.222648,71472.56665134101,1.1518869517540709,0.27,29.0
116376,11,0x010461c14e146ac35fe42271bdc1134ee31c703a,money_printer,BSV,long,108.85,108.85,12.501,1354.9648,12.6084,-17.46994,-0.2545831797,20.0,,cross,极高杠杆短线型,杠杆20.0x，强降权；强平距离未知；cross 共享保证金,67.74824,,1.1518869517540709,0.25,15.0
116334,11,0x010461c14e146ac35fe42271bdc1134ee31c703a,money_printer,BTC,short,-0.57681,0.57681,60191.5,34711.27218,60156.4,-12.450953,-0.0071765856,20.0,5205548.237400272,cross,极高杠杆短线型,杠杆20.0x，强降权；强平距离8548.3%较安全；cross 共享保证金,1735.563609,8548.311202412751,1.1518869517540709,0.27,29.0
116402,11,0x010461c14e146ac35fe42271bdc1134ee31c703a,money_printer,CAKE,short,-10577.9,10577.9,1.31795,13933.20988,1.33697,209.134882,0.2957570127,20.0,281.8928347323,cross,极高杠杆短线型,杠杆20.0x，强降权；强平距离21288.7%较安全；cross 共享保证金,696.660494,21288.73513656057,1.1518869517540709,0.27,29.0
116497,11,0x010461c14e146ac35fe42271bdc1134ee31c703a,money_printer,CC,long,156739.0,156739.0,0.152735,23932.47791,0.15203,103.330423,0.0867260762,20.0,,cross,极高杠杆短线型,杠杆20.0x，强降权；强平距离未知；cross 共享保证金,1196.623895,,1.1518869517540709,0.25,15.0
116435,11,0x010461c14e146ac35fe42271bdc1134ee31c703a,money_printer,CELO,long,115972.0,115972.0,0.065137,7603.12432,0.06378,206.31784,0.5578565305,20.0,,cross,极高杠杆短线型,杠杆20.0x，强降权；强平距离未知；cross 共享保证金,380.156216,,1.1518869517540709,0.25,15.0
116353,11,0x010461c14e146ac35fe42271bdc1134ee31c703a,money_printer,CFX,long,137400.0,137400.0,0.042495,5842.935,0.042678,-21.122813,-0.072041626,20.0,,cross,极高杠杆短线型,杠杆20.0x，强降权；强平距离未知；cross 共享保证金,292.14675,,1.1518869517540709,0.25,15.0
116508,11,0x010461c14e146ac35fe42271bdc1134ee31c703a,money_printer,CHIP,long,1253849.0,1253849.0,0.030691,38458.056528,0.030243,536.74881,0.2830856014,20.0,,cross,极高杠杆短线型,杠杆20.0x，强降权；强平距离未知；cross 共享保证金,1922.902826,,1.1518869517540709,0.25,15.0
116360,11,0x010461c14e146ac35fe42271bdc1134ee31c703a,money_printer,COMP,long,2776.72,2776.72,15.7755,43783.32096,16.2948,-1462.959743,-0.6466651934,20.0,,cross,极高杠杆短线型,杠杆20.0x，强降权；强平距离未知；cross 共享保证金,2189.166048,,1.1518869517540709,0.25,15.0
116349,11,0x010461c14e146ac35fe42271bdc1134ee31c703a,money_printer,CRV,short,-77541.4,77541.4,0.19127,14849.1781,0.19222,56.306418,0.075551275,20.0,38.4665505747,cross,极高杠杆短线型,杠杆20.0x，强降权；强平距离20011.1%较安全；cross 共享保证金,742.458905,20011.125934385946,1.1518869517540709,0.27,29.0
116505,11,0x010461c14e146ac35fe42271bdc1134ee31c703a,money_printer,DASH,short,-1037.83,1037.83,32.777,34043.93749,33.8693,1106.685988,0.6296821385,20.0,2892.5208792623,cross,极高杠杆短线型,杠杆20.0x，强降权；强平距离8724.8%较安全；cross 共享保证金,1702.196874,8724.849373836225,1.1518869517540709,0.27,29.0
116345,11,0x010461c14e146ac35fe42271bdc1134ee31c703a,money_printer,DOGE,short,-437359.0,437359.0,0.074117,32465.15857,0.075053,360.254624,0.2194973887,20.0,6.8601907477,cross,极高杠杆短线型,杠杆20.0x，强降权；强平距离9155.9%较安全；cross 共享保证金,1623.257928,9155.893718984848,1.1518869517540709,0.27,29.0
