id,run_id,coin,direction,score,confidence,signal_type,signal_state,watchlist,perp_active,spot_active,weighted_flow,price_position,pct_1h,pct_4h,pct_24h,final_score,threshold_score,conclusion,risk,reason,avg_leverage,avg_liq_distance,longterm_leverage_ratio,highrisk_leverage_ratio,leverage_note
31,11,BASED,bearish,-2.0,低,普通趋势,现货主导,observe,0.0,-1225045.8736399002,-154230.3985150027,,,,,-2.0,8.0,只观察 / 普通趋势,历史样本/胜率不足,现货主动变化-$1.23M；历史样本不足,,,,,
