【滚动建仓资金流 + 杠杆质量】
说明：短线异动看上一轮；长期建仓看滚动窗口，但已修正嵌套窗口重复加分。
新逻辑：2h/6h、24h/72h、15d/30d 分组取最高；同时检查持续性、钱包广度、单钱包集中度、现货-only、杠杆质量。
run_id=571 | 北京时间=2026-07-14 11:00:47 | UTC=2026-07-14 03:17:07

MAX 偏空 | rolling_score=-0.6 杠杆项=+0.0 | 最强窗口=15d -$21.19B | 均杠杆=0.0 高风险占比=0% | 主滚动窗口取15d：-$21.19B，资金分-0.6；15d-$21.19B 质量=0.30 覆盖=78% 钱包=358 持续=28轮/9天；含断跑gap=1；现货主导100%且无合约低杠杆确认
NEKO 偏多 | rolling_score=+0.2 杠杆项=+0.0 | 最强窗口=24h $11.24B | 均杠杆=0.0 高风险占比=0% | 主滚动窗口取24h：$11.24B，资金分+0.5；24h$11.24B 质量=0.40 覆盖=75% 钱包=48 持续=7轮/2天；现货主导100%且无合约低杠杆确认；存在反向滚动窗口1组，冲突扣分-0.2
BUDDY 偏空 | rolling_score=-0.1 杠杆项=+0.0 | 最强窗口=72h -$363.43M | 均杠杆=0.0 高风险占比=0% | 主滚动窗口取72h：-$363.43M，资金分-0.1；72h-$363.43M 质量=0.05 覆盖=0% 钱包=2 持续=1轮/1天；窗口未成熟：覆盖0%/50% span=0.0h；持续性不足：1/6轮 1/2天；含断跑gap=1；现货主导100%且无合约低杠杆确认
SWAP 偏空 | rolling_score=-0.1 杠杆项=+0.0 | 最强窗口=72h -$160.86M | 均杠杆=0.0 高风险占比=0% | 主滚动窗口取72h：-$160.86M，资金分-0.1；72h-$160.86M 质量=0.05 覆盖=0% 钱包=6 持续=1轮/1天；窗口未成熟：覆盖0%/50% span=0.0h；持续性不足：1/6轮 1/2天；含断跑gap=1；现货主导100%且无合约低杠杆确认
UANSEM 偏多 | rolling_score=+0.5 杠杆项=+0.0 | 最强窗口=72h $94.28M | 均杠杆=0.0 高风险占比=0% | 主滚动窗口取72h：$94.28M，资金分+0.5；72h$94.28M 质量=0.30 覆盖=97% 钱包=9 持续=25轮/3天；含断跑gap=1；现货主导100%且无合约低杠杆确认
HYPE 偏空 | rolling_score=-2.0 杠杆项=+0.1 | 最强窗口=15d -$64.81M | 均杠杆=6.715159882266603 高风险占比=45% | 主滚动窗口取15d：-$64.81M，资金分-1.6；15d-$64.81M 质量=0.75 覆盖=96% 钱包=44 持续=290轮/16天；含断跑gap=2；其他成熟窗口同向确认2组，确认分-0.5
BASED 偏多 | rolling_score=+0.5 杠杆项=+0.0 | 最强窗口=15d $43.89M | 均杠杆=0.0 高风险占比=0% | 主滚动窗口取15d：$43.89M，资金分+0.5；15d$43.89M 质量=0.23 覆盖=96% 钱包=3 持续=172轮/15天；含断跑gap=2；Top3占比100%；现货主导100%且无合约低杠杆确认
ETH 偏空 | rolling_score=-1.1 杠杆项=+0.5 | 最强窗口=15d -$41.68M | 均杠杆=15.718696254635173 高风险占比=74% | 主滚动窗口取15d：-$41.68M，资金分-1.6；杠杆健康：低/中杠杆26% 均15.7x；15d-$41.68M 质量=0.75 覆盖=96% 钱包=33 持续=297轮/16天；含断跑gap=2
SOL 偏空 | rolling_score=-0.8 杠杆项=+0.5 | 最强窗口=15d -$36.01M | 均杠杆=16.721288784044674 高风险占比=85% | 主滚动窗口取15d：-$36.01M，资金分-1.6；杠杆健康：低/中杠杆15% 均16.7x；15d-$36.01M 质量=0.75 覆盖=96% 钱包=26 持续=268轮/16天；含断跑gap=2；存在反向滚动窗口1组，冲突扣分+0.2
LIT 偏多 | rolling_score=+2.0 杠杆项=+0.4 | 最强窗口=15d $28.83M | 均杠杆=4.863547856292645 高风险占比=1% | 主滚动窗口取15d：$28.83M，资金分+1.6；杠杆健康：低/中杠杆99% 均4.9x；15d$28.83M 质量=0.75 覆盖=96% 钱包=8 持续=284轮/16天；含断跑gap=2
KNTQ 偏空 | rolling_score=-0.6 杠杆项=+0.0 | 最强窗口=15d -$24.24M | 均杠杆=0.0 高风险占比=0% | 主滚动窗口取15d：-$24.24M，资金分-0.6；15d-$24.24M 质量=0.30 覆盖=90% 钱包=7 持续=12轮/8天；含断跑gap=1；现货主导100%且无合约低杠杆确认
HWAVE 偏空 | rolling_score=-0.1 杠杆项=+0.0 | 最强窗口=72h -$18.09M | 均杠杆=0.0 高风险占比=0% | 主滚动窗口取72h：-$18.09M，资金分-0.1；72h-$18.09M 质量=0.05 覆盖=0% 钱包=1 持续=1轮/1天；窗口未成熟：覆盖0%/50% span=0.0h；持续性不足：1/6轮 1/2天；参与钱包少：1/2个；Top1占比100%
UPUMP 偏空 | rolling_score=-0.2 杠杆项=+0.0 | 最强窗口=15d -$17.56M | 均杠杆=0.0 高风险占比=0% | 主滚动窗口取15d：-$17.56M，资金分-0.5；15d-$17.56M 质量=0.23 覆盖=96% 钱包=4 持续=271轮/16天；含断跑gap=2；Top3占比93%；现货主导100%且无合约低杠杆确认；存在反向滚动窗口1组，冲突扣分+0.2
GRAM 偏空 | rolling_score=-0.6 杠杆项=-0.1 | 最强窗口=15d -$10.58M | 均杠杆=5.088079758529755 高风险占比=1% | 主滚动窗口取15d：-$10.58M，资金分-0.4；杠杆风险：高风险1% 均5.1x；15d-$10.58M 质量=0.20 覆盖=78% 钱包=1 持续=228轮/12天；含断跑gap=2；参与钱包少：1/3个；Top1占比100%
ZEC 偏多 | rolling_score=+1.0 杠杆项=-0.4 | 最强窗口=24h $3.99M | 均杠杆=7.927686021349608 高风险占比=62% | 主滚动窗口取24h：$3.99M，资金分+1.2；杠杆风险：高风险62% 均7.9x；24h$3.99M 质量=1.00 覆盖=100% 钱包=6 持续=15轮/2天；其他成熟窗口同向确认1组，确认分+0.2
UBONK 偏多 | rolling_score=+0.1 杠杆项=+0.0 | 最强窗口=24h $3.88M | 均杠杆=0.0 高风险占比=0% | 主滚动窗口取24h：$3.88M，资金分+0.1；24h$3.88M 质量=0.11 覆盖=96% 钱包=1 持续=9轮/2天；参与钱包少：1/2个；Top1占比100%；现货主导100%且无合约低杠杆确认
XRP 偏多 | rolling_score=-0.1 杠杆项=-0.6 | 最强窗口=6h $1.67M | 均杠杆=17.951218125727276 高风险占比=90% | 主滚动窗口取6h：$1.67M，资金分+0.5；杠杆风险：高风险90% 均18.0x；6h$1.67M 质量=0.65 覆盖=100% 钱包=2 持续=2轮/1天；持续性不足：2/3轮 1/1天
