lifecycle_id,lifecycle_type,coin,direction,status,entry_time,entry_px,entry_score,max_score,last_seen_at,last_score,missing_count,exit_time,exit_px,exit_reason,lifecycle_return_pct,holding_hours,note
1,strong,QONE,bearish,closed,2026-06-29 16:35:01,283.27,-13.9,13.9,2026-06-29 16:59:51,-13.9,1,2026-06-29 17:20:45,283.27,连续1轮信号消失｜同方向信号降级：final_score=-4.50，强信号阈值=8.0；当前状态=现货主导；风险=历史样本/胜率不足；滚动信号现货主导，可能是转账/归集/划转，不等于合约方向；滚动信号钱包集中度过高，可能是单钱包异动；滚动信号持续性不足，不能按长期建仓处理,0.0,0.7622222222222222,本轮现货主动变化-$76.59M；本轮钱包质量加权资金流-$91.91M；2h滚动净流入-$91.91M；6h滚动净流入-$91.91M；24h滚动净流入-$91.91M；72h滚动净流入-$91.91M；15d滚动净流入-$91.91M；30d滚动净流入-$91.91M；多窗口同向累积(6个窗口) -1.5；历史样本不足
