【滚动建仓资金流 + 杠杆质量】
说明：短线异动看上一轮；长期建仓看滚动窗口，但已修正嵌套窗口重复加分。
新逻辑：2h/6h、24h/72h、15d/30d 分组取最高；同时检查持续性、钱包广度、单钱包集中度、现货-only、杠杆质量。
run_id=369 | 北京时间=2026-07-06 23:26:21 | UTC=2026-07-06 15:42:39

MAX 偏多 | rolling_score=-0.2 杠杆项=+0.0 | 最强窗口=72h $5.74B | 均杠杆=0.0 高风险占比=0% | 主滚动窗口取72h：$5.74B，资金分+0.1；72h$5.74B 质量=0.05 覆盖=97% 钱包=4 持续=5轮/2天；持续性不足：5/6轮 2/2天；Top1占比90%；现货主导100%且无合约低杠杆确认；单钱包异常大额，按观察处理；存在反向滚动窗口1组，冲突扣分-0.2
QONE 偏空 | rolling_score=-0.1 杠杆项=+0.0 | 最强窗口=72h -$441.40M | 均杠杆=0.0 高风险占比=0% | 主滚动窗口取72h：-$441.40M，资金分-0.1；72h-$441.40M 质量=0.05 覆盖=98% 钱包=1 持续=23轮/4天；参与钱包少：1/2个；Top1占比100%；现货主导100%且无合约低杠杆确认；单钱包异常大额，按观察处理
QUANT 偏多 | rolling_score=+0.1 杠杆项=+0.0 | 最强窗口=72h $226.99M | 均杠杆=0.0 高风险占比=0% | 主滚动窗口取72h：$226.99M，资金分+0.1；72h$226.99M 质量=0.05 覆盖=85% 钱包=1 持续=5轮/3天；持续性不足：5/6轮 3/2天；参与钱包少：1/2个；Top1占比100%；现货主导100%且无合约低杠杆确认
KNTQ 偏多 | rolling_score=+0.1 杠杆项=+0.0 | 最强窗口=72h $11.80M | 均杠杆=0.0 高风险占比=0% | 主滚动窗口取72h：$11.80M，资金分+0.1；72h$11.80M 质量=0.05 覆盖=77% 钱包=1 持续=2轮/2天；持续性不足：2/6轮 2/2天；参与钱包少：1/2个；Top1占比100%；现货主导100%且无合约低杠杆确认
UBONK 偏空 | rolling_score=-0.3 杠杆项=+0.0 | 最强窗口=72h -$6.78M | 均杠杆=0.0 高风险占比=0% | 主滚动窗口取72h：-$6.78M，资金分-0.3；72h-$6.78M 质量=0.18 覆盖=100% 钱包=2 持续=32轮/4天；Top1占比76%；现货主导100%且无合约低杠杆确认
GRAM 偏空 | rolling_score=-1.7 杠杆项=-0.1 | 最强窗口=72h -$4.56M | 均杠杆=5.030156056066797 高风险占比=0% | 主滚动窗口取72h：-$4.56M，资金分-1.6；杠杆风险：高风险0% 均5.0x；72h-$4.56M 质量=1.00 覆盖=100% 钱包=0 持续=80轮/4天
BASED 偏多 | rolling_score=+0.3 杠杆项=+0.0 | 最强窗口=72h $4.05M | 均杠杆=0.0 高风险占比=0% | 主滚动窗口取72h：$4.05M，资金分+0.3；72h$4.05M 质量=0.18 覆盖=100% 钱包=2 持续=51轮/4天；Top1占比87%；现货主导100%且无合约低杠杆确认
LIT 偏多 | rolling_score=+1.2 杠杆项=+0.5 | 最强窗口=6h $3.06M | 均杠杆=4.828539792388515 高风险占比=1% | 主滚动窗口取6h：$3.06M，资金分+0.8；杠杆健康：低/中杠杆99% 均4.8x；6h$3.06M 质量=1.00 覆盖=96% 钱包=0 持续=6轮/1天
ZEC 偏空 | rolling_score=-0.2 杠杆项=+0.3 | 最强窗口=6h -$3.16M | 均杠杆=7.788932244878073 高风险占比=66% | 主滚动窗口取6h：-$3.16M，资金分-0.6；杠杆健康：低/中杠杆34% 均7.8x；6h-$3.16M 质量=0.75 覆盖=96% 钱包=3 持续=8轮/1天；Top3占比100%
USDT0 偏空 | rolling_score=-0.3 杠杆项=+0.0 | 最强窗口=6h -$1.97M | 均杠杆=0.0 高风险占比=0% | 主滚动窗口取6h：-$1.97M，资金分-0.3；6h-$1.97M 质量=0.40 覆盖=88% 钱包=0 持续=6轮/1天；现货主导100%且无合约低杠杆确认
UPUMP 偏空 | rolling_score=-0.1 杠杆项=+0.0 | 最强窗口=2h -$1.06M | 均杠杆=0.0 高风险占比=0% | 主滚动窗口取2h：-$1.06M，资金分-0.1；2h-$1.06M 质量=0.26 覆盖=88% 钱包=0 持续=1轮/1天；持续性不足：1/2轮 1/1天；现货主导100%且无合约低杠杆确认
