address,groups,usdc_delta,spot_delta,flow_type,spot_increases,spot_decreases,spot_net_changes,spot_operations,perp_operations,current_perp_positions,current_spot_holdings
0x9475e4bfdfadb5cf4ce7cf805044c0db5a8a6f8e,smart_money,1752.0912180000014,-72466116.96343136,USDC增加 + 现货减少，疑似卖出/转现金,-,-,-,-,-,BTC多 40x $813.28K isolated 强平距=+3.83% 爆仓边缘型,MAX $5.68B 数量=885.89M；HYPE $7.94K 数量=86.98K
0xfb941d2344b72ea9101400392b818173772d0ddf,money_printer,38072.642111999914,-68167865.15633011,USDC增加 + 现货减少，疑似卖出/转现金,-,-,-,-,-,SOL多 20x $2.69M cross 极高杠杆短线型；XPL多 10x $2.30M cross 高杠杆短线型；NEAR多 10x $1.50M cross 高杠杆短线型,MAX $5.33B 数量=831.01M；SWAP $78.35M 数量=830.64K；LATINA $73.70K 数量=73.70K
0x47a127f496d001f187ac65fc24852274dc51d080,money_printer,0.0,-63550189.41808224,现货变化,-,-,-,-,-,-,MAX $4.98B 数量=776.90M；WOW $21.67K 数量=350.341；HYPE $2.32K 数量=25.42K
0x8af700ba841f30e0a3fcb0ee4c4a9d223e1efa05,money_printer,24236.09344599396,-60901955.485219955,USDC增加 + 现货减少，疑似卖出/转现金,-,-,-,-,-,ZEC多 5x $6.39M cross 中杠杆趋势型；ETH多 25x $4.78M cross 极高杠杆短线型；BTC多 40x $2.48M cross 极高杠杆短线型,MAX $4.77B 数量=744.51M；PURR $60.50K 数量=714.59K；LATINA $41.47K 数量=41.47K
0x7be1cba648ebe1ab8084244d23f28d68a86480d8,money_printer,0.0,-58944181.08154297,现货变化,-,-,-,-,-,-,MAX $4.62B 数量=720.59M；HYPE $10.59K 数量=115.94K；LICKO $270.56 数量=2.42K
0xc926ddba8b7617dbc65712f20cf8e1b58b8598d3,money_printer,-10588.17631000001,-51259305.02073145,USDC减少，疑似资金流出/买入,-,-,-,-,-,HYPE多 10x $13.46K cross 高杠杆短线型,MAX $4.02B 数量=626.79M；PURR $37.23K 数量=439.74K；+6681 $34.83K 数量=39.05K
0x57febe9bf4cc255b4ac72c6fdb52a19a059a9ef0,smart_money,0.0,-49665846.254077435,现货变化,-,-,-,-,-,-,MAX $3.89B 数量=607.16M；HYPE $2.74K 数量=30.00K；NEIRO $17.56 数量=675.63
0xac04753928961a06af540078410802cc443f5176,money_printer,29524.7561239996,-46321460.7948575,USDC增加 + 现货减少，疑似卖出/转现金,-,-,-,-,-,HYPE多 3x $3.65M isolated 强平距=+69.30% 低杠杆长期型,MAX $3.63B 数量=566.28M；UPUMP $11.15M 数量=102.13M；HYPE $0.00 数量=2.6e-07
0x627b21c82c46b349e053048659eb52c52e4bc007,smart_money,0.0,-46323095.08431625,现货变化,-,-,-,-,-,-,MAX $3.63B 数量=566.30M；HYPE $0.00 数量=0.00058717
0x0320e2787d5c62a4a81f219dfb3c5abdf6265362,money_printer,0.0,-42022085.014256954,现货变化,-,-,-,-,-,-,MAX $3.29B 数量=513.72M；HFUN $24.15K 数量=2.45K；LICKO $418.08 数量=3.73K
0xc846e513f1fb448e744d5c8e911e87bccc0dfb20,smart_money,0.081575359999988,-41785533.46339607,USDC增加 + 现货减少，疑似卖出/转现金,-,-,-,-,-,-,MAX $3.28B 数量=510.83M；HYPE $1.41K 数量=15.48K
0x162cc7c861ebd0c06b3d72319201150482518185,money_printer,0.0,-39696558.678184986,现货变化,-,-,-,-,-,-,MAX $3.11B 数量=485.29M；LATINA $460.35K 数量=460.35K；MON $1.15K 数量=38.65K
0x6891ed9ee6a9d0649ffac2bcee814e6899a0e075,smart_money,0.0,-34398825.78638363,现货变化,-,-,-,-,-,-,MAX $2.70B 数量=420.52M；KNTQ $9.52M 数量=264.77K；WOW $109.88K 数量=1.78K
0x0131f07e8d7fc4bceed532120e08fa591a9af04f,smart_money,0.0,-33918473.04959488,现货变化,-,-,-,-,-,-,MAX $2.66B 数量=414.65M；HYPE $1.89K 数量=20.73K
0xdbbdee771e62ab57894e8b8bdefbe094d3135ddd,smart_money,-444.5512036900036,-32246449.043617725,USDC减少，疑似资金流出/买入,-,-,-,-,-,-,MAX $2.53B 数量=394.21M；HYPE $577.94 数量=6.33K；LICKO $0.01 数量=0.0676156
0xa237f4cc7bbc930fd531b1a36f31e54f778fc431,smart_money,0.0,-29275385.205141544,现货变化,-,-,-,-,-,-,MAX $2.36B 数量=367.96M；NEKO $210.75M 数量=3.50K；BRIDGE $4.97M 数量=1.23K
0x413c7a0a3489563350219bc96965a7da02f0fffc,smart_money,-956.7087059999758,-27585939.921991825,USDC减少，疑似资金流出/买入,-,-,-,-,-,FARTCOIN多 10x $141.67K isolated 强平距=+5.85% 爆仓边缘型；HYPE多 5x $90.09K isolated 强平距=+19.44% 中杠杆趋势型；SOL多 5x $69.99K isolated 强平距=+18.41% 中杠杆趋势型,MAX $2.16B 数量=337.24M；BRIDGE $154.37K 数量=38.18；LICKO $6.83 数量=61.0074
0xf191539a2c4ba0af951438bb6abfa0625c7df2ef,smart_money,577.0897209999966,-24669384.787418842,USDC增加 + 现货减少，疑似卖出/转现金,-,-,-,-,-,HYPE多 10x $77.52K cross 高杠杆短线型；ETH空 25x $7.87K cross 强平距=+3428.51% 极高杠杆短线型,MAX $2.00B 数量=311.65M；NEKO $210.75M 数量=3.50K；KNTQ $131.49K 数量=3.66K
0x51f3a19c1dfd8d7fe670e43ce0f66648789c8b34,smart_money,-4407.267378999852,-24601926.196606874,USDC减少，疑似资金流出/买入,-,-,-,-,-,HYPE空 8x $1.86M cross 强平距=+105.71% 中高杠杆型,MAX $1.93B 数量=300.76M；HYPE $6.91 数量=75.7044
0xb632c6580173a16154f17cdafc6eb27e95cf73b7,money_printer,14690.372092999984,-24540005.45360565,USDC增加 + 现货减少，疑似卖出/转现金,-,-,-,-,-,BTC多 4x $4.81M cross 强平距=+29.14% 中杠杆趋势型,MAX $1.92B 数量=300.00M；HYPE $4.11K 数量=45.00K
0xae78adaba70f18c15418001263504af373884520,smart_money,-2623.755643159966,-22143699.1026783,USDC减少，疑似资金流出/买入,-,-,-,-,-,HYPE空 10x $885.74K cross 强平距=+169.69% 高杠杆短线型；BTC多 40x $514.39K isolated 强平距=+0.87% 爆仓边缘型,MAX $1.74B 数量=270.71M；WOW $11.10K 数量=179.401；HYPE $1.64K 数量=18.00K
0x64b2627e0c33b44d5a78ca2b5289abd0c306a5de,smart_money,0.0,-22046874.346687317,现货变化,-,-,-,-,-,-,MAX $1.73B 数量=269.52M；HYPE $0.00 数量=1.2e-07
0x053ab16a247321e312f3a8a2a0a8abda48707241,smart_money,-698.2856519999914,-21716702.67639923,USDC减少，疑似资金流出/买入,-,-,-,-,-,-,MAX $1.70B 数量=265.49M；LATINA $31.40K 数量=31.40K；HYPE $986.94 数量=10.80K
0x615d54d75193c93f28166adcf7b615d5d47b4dbe,smart_money,557.642623999971,-21554915.86858368,USDC增加 + 现货减少，疑似卖出/转现金,-,-,-,-,-,HYPE多 10x $376.28K cross 高杠杆短线型,MAX $1.69B 数量=263.51M；LATINA $48.10K 数量=48.10K；HYPE $2.41K 数量=26.35K
0x1e771e1b95c86491299d6e2a5c3b3842d03b552e,money_printer,-11435.601039000787,-21506558.07935524,USDC减少，疑似资金流出/买入,-,-,-,-,-,HYPE空 4x $1.46M cross 强平距=+135.72% 中杠杆趋势型；XPL多 10x $162.93K cross 高杠杆短线型；DOGE空 10x $56.84K cross 强平距=+3463.45% 高杠杆短线型,MAX $1.69B 数量=262.92M；KNTQ $40.42M 数量=1.12M；LATINA $151.21K 数量=151.21K
0xc7f94fb3b3ba614b9b2bf80697ab5a31917005a2,money_printer,0.0,-20767402.624224424,现货变化,-,-,-,-,-,HYPE空 10x $713.41K cross 强平距=+188.16% 高杠杆短线型；ZEC空 5x $379.53K cross 强平距=+353.09% 中杠杆趋势型；XMR空 5x $315.08K cross 强平距=+405.01% 中杠杆趋势型,MAX $1.63B 数量=253.88M；HYPE $2.20K 数量=24.07K；USDE $0.00 数量=0.682341
0x7eb9026d0183942458bd4660371c3cc0a2df3beb,money_printer,19046.668605000013,-20450000.26171899,USDC增加 + 现货减少，疑似卖出/转现金,-,-,-,-,-,BTC多 4x $5.42M isolated 强平距=+31.18% 中杠杆趋势型,MAX $1.60B 数量=250.00M；HYPE $3.20K 数量=35.00K
0x6859da14835424957a1e6b397d8026b1d9ff7e1e,money_printer,-24253.466693000402,-17785852.53384781,USDC减少，疑似资金流出/买入,-,-,-,-,-,BTC空 35x $4.80M cross 强平距=+47.68% 极高杠杆短线型；ETH空 25x $1.11M cross 强平距=+205.04% 极高杠杆短线型；HYPE空 10x $1.11M cross 强平距=+199.81% 高杠杆短线型,MAX $1.39B 数量=217.38M；UPUMP $6.90M 数量=63.21M；UXPL $3.26M 数量=1.90M
0x13a0833e8201b37c161feb2df764159707f71409,smart_money,-944.5904710000032,-17528128.897304296,USDC减少，疑似资金流出/买入,-,-,-,-,-,HYPE空 10x $327.98K cross 强平距=+67.99% 高杠杆短线型,MAX $1.37B 数量=214.28M；HYPE $268.13 数量=2.94K；TIME $0.00 数量=0.466667
0x34c6d41c5f78f7ccdf1b05ef7cb7c868ac5a6b0c,smart_money,190.75747200008482,-17215519.519073486,USDC增加 + 现货减少，疑似卖出/转现金,-,-,-,-,-,-,MAX $1.35B 数量=210.46M；UXPL $256.28K 数量=149.44K；HYPE $730.79 数量=8.00K
0x0423b4b2acb4f219ae4a270abd5dde2360e455bb,smart_money,1960.044185000006,-17100318.324825287,USDC增加 + 现货减少，疑似卖出/转现金,-,-,-,-,-,HYPE多 5x $558.87K cross 中杠杆趋势型,MAX $1.34B 数量=209.05M；HYPE $1.92K 数量=21.00K；USOL $418.46 数量=454.76
0x1d207624c9466376e345310580c300611f3e0b20,smart_money,0.0,-16977473.006566525,现货变化,-,-,-,-,-,IP空 3x $1.71K cross 强平距=+126.10% 低杠杆长期型；NOT多 3x $133.58 cross 低杠杆长期型；kNEIRO多 3x $27.76 cross 低杠杆长期型,MAX $1.33B 数量=207.55M；WOW $45.57K 数量=736.696；LATINA $36.56K 数量=36.56K
0x4916efbf56bcaea1130b2a631f6f093095f614a2,smart_money,2778.73597899999,-16933044.859050274,USDC增加 + 现货减少，疑似卖出/转现金,-,-,-,-,-,HYPE多 10x $656.23K cross 高杠杆短线型；AZTEC多 3x $47.49K cross 低杠杆长期型,MAX $1.33B 数量=207.01M；HYPE $1.89K 数量=20.70K
0x90dbb196cacf24bd212b377a0dd62eaad5e8151b,money_printer,43992.60956099909,-16360009.287467003,USDC增加 + 现货减少，疑似卖出/转现金,-,-,-,-,-,HYPE多 10x $7.45M cross 强平距=+92.16% 高杠杆短线型,MAX $1.28B 数量=200.00M
0xc69ae428f6049e78d445f053d2c1df879c59b34c,smart_money,3452.0162710000295,-15694788.385363579,USDC增加 + 现货减少，疑似卖出/转现金,-,-,-,-,-,HYPE多 10x $496.76K cross 强平距=+40.03% 高杠杆短线型；LTC多 10x $339.28K cross 强平距=+58.83% 高杠杆短线型；PURR多 3x $69.73K cross 低杠杆长期型,MAX $1.71B 数量=266.58M；NEKO $1.21B 数量=20.17K；BUDDY $266.64M 数量=3.77M
0x0748e296e5a350ec36c8487a1cea406e1b57d4b2,money_printer,4627.432664000429,-15525685.12109828,USDC增加 + 现货减少，疑似卖出/转现金,-,-,-,-,-,AAVE多 10x $1.92M cross 高杠杆短线型；HYPE多 10x $1.86M cross 高杠杆短线型；JUP多 10x $1.10M cross 高杠杆短线型,MAX $1.22B 数量=189.80M；UPUMP $87.34M 数量=799.90M；WOW $6.59K 数量=106.461
0x47807d3f6ae34ff6aa1fc8fe4e7b742197c1e125,smart_money,1065.7255719999957,-15347616.493198633,USDC增加 + 现货减少，疑似卖出/转现金,-,-,-,-,-,HYPE多 10x $132.91K cross 强平距=+54.83% 高杠杆短线型；LIT多 5x $38.47K cross 中杠杆趋势型；PENDLE多 5x $25.50K cross 中杠杆趋势型,MAX $1.20B 数量=187.62M；VAULT $0.01 数量=0.215066；USOL $0.00 数量=0.00126271
0xf2500dbc34617daf22b5186a1bfb9f5f3a33ae13,smart_money,0.0,-13924573.950464249,现货变化,-,-,-,-,-,-,MAX $1.09B 数量=170.23M；HYPE $0.00 数量=0.00652091
0x5f1055597a652a50c67e62bcf2912dc621bfd49d,smart_money,2897.1959300000017,-13600032.210832119,USDC增加 + 现货减少，疑似卖出/转现金,-,-,-,-,-,HYPE多 5x $372.92K cross 强平距=+27.31% 中杠杆趋势型；SUI多 5x $246.12K cross 强平距=+41.80% 中杠杆趋势型,MAX $1.07B 数量=166.26M；USDH $13.48 数量=215.953
0x4583f9b7a06ab8b5b7b4a7dd27e774356015d406,money_printer,0.0,13288730.270366669,现货变化,-,-,-,-,-,-,NEKO $3.40B 数量=56.55K；WOW $21.50K 数量=347.556；HYPE $194.63 数量=2.13K
0x95fde6cf0d305078b7eeac44182a931c169dd947,money_printer,-101.38659300003201,-12295078.375932097,USDC减少，疑似资金流出/买入,-,-,-,-,-,ETH空 20x $210.21K cross 强平距=+618.40% 极高杠杆短线型；ZEC多 5x $3.99 cross 中杠杆趋势型,MAX $963.68M 数量=150.31M；HYPE $1.37K 数量=15.03K；STAR $0.12 数量=95.4089
0x999510ad3dd8c94a6659d6401d983137565283e3,smart_money,0.0,-12155803.431798697,现货变化,-,-,-,-,-,-,MAX $999.03M 数量=155.82M；BUDDY $112.33M 数量=1.59M；HYPE $1.42K 数量=15.58K
0x6fbb33de5f39c690d2decb95b9ab46ed0c83e3bc,smart_money,4940.677544000035,-12107475.82241404,USDC增加 + 现货减少，疑似卖出/转现金,-,-,-,-,-,BTC多 10x $1.21M cross 强平距=+23.55% 高杠杆短线型,MAX $948.97M 数量=148.01M；UZEC $3.46 数量=166.77；UBTC $0.00 数量=1.4558
0x8a0cd16a004e21e04936a0a01c6f5a49ff937914,smart_money,0.0,-11605016.555089116,现货变化,-,-,-,-,-,-,MAX $909.59M 数量=141.87M；KNTQ $1.74M 数量=48.28K；LATINA $20.20K 数量=20.20K
0x643b713c5c6b86f74c0bbd77d0fe257acc772801,money_printer,0.0,-11602924.705290675,现货变化,-,-,-,-,-,-,MAX $909.41M 数量=141.84M；WOW $107.85K 数量=1.74K；LATINA $48.23K 数量=48.23K
0x71dfc07de32c2ebf1c4801f4b1c9e40b76d4a23d,money_printer,-15523.672090000473,-10739761.739194512,USDC减少，疑似资金流出/买入,-,-,-,-,-,ZEC空 10x $2.34M cross 强平距=+207.32% 高杠杆短线型；ETH空 2x $538.07K cross 强平距=+925.08% 低杠杆长期型；XMR空 2x $45.96K cross 强平距=+10036.68% 低杠杆长期型,MAX $841.77M 数量=131.29M；BRIDGE $267.02K 数量=66.04；LATINA $15.12K 数量=15.12K
0x0ce048fe42c170e41740ee392e187f19515f339d,smart_money,-257.0887319999747,-10496691.862527609,USDC减少，疑似资金流出/买入,-,-,-,-,-,HYPE空 5x $62.04K cross 强平距=+370.49% 中杠杆趋势型；PUMP空 3x $41.10K cross 强平距=+558.49% 低杠杆长期型；BNB空 10x $27.72K cross 强平距=+827.43% 高杠杆短线型,MAX $942.52M 数量=147.01M；NEKO $391.16M 数量=6.50K；BRIDGE $529.91K 数量=131.06
0x31dea2516beee92135b96f464eeec3cf292a13f2,money_printer,20784.625864939997,-10271228.89362669,USDC增加 + 现货减少，疑似卖出/转现金,-,-,-,-,-,BTC多 20x $867.17K cross 极高杠杆短线型；ETH多 20x $751.68K cross 极高杠杆短线型；HYPE多 3x $238.00K cross 低杠杆长期型,MAX $805.05M 数量=125.56M；KNTQ $131.49K 数量=3.66K；WOW $29.17K 数量=471.489
0x81d4163289cf61a0eaaac4862cb88ef0f4215c29,smart_money,4499.956384000019,-10216572.050293922,USDC增加 + 现货减少，疑似卖出/转现金,-,-,-,-,-,BTC多 10x $1.21M cross 强平距=+32.25% 高杠杆短线型,MAX $800.76M 数量=124.90M；UBTC $0.00 数量=1.45163；HYPE $0.00 数量=5e-08
0x2ac4880624dae9e823874d65e43bfeba97fc61b5,smart_money,-683.7805900000385,-10030530.974083185,USDC减少，疑似资金流出/买入,-,-,-,-,-,BTC空 5x $120.47K cross 强平距=+239.97% 中杠杆趋势型；WLD空 1x $12.33K cross 强平距=+2254.33% 低杠杆长期型；MET多 1x $11.50K cross 低杠杆长期型,MAX $786.18M 数量=122.62M；WOW $6.89K 数量=111.374；LICKO $46.86 数量=418.369
0x349bd094209d50280dfaca12779576c748395c15,money_printer,977.4499080000096,-9951474.970373392,USDC增加 + 现货减少，疑似卖出/转现金,-,-,-,-,-,TRX多 10x $257.70K cross 高杠杆短线型；PUMP多 10x $82.20K cross 高杠杆短线型；XMR空 5x $56.41K cross 强平距=+467.04% 中杠杆趋势型,MAX $779.86M 数量=121.64M；UPUMP $2.39M 数量=21.92M；PURR $144.63K 数量=1.71M
0x2ed8e7d874453b1136d54d84022200ec48172116,money_printer,0.0,-9660738.14733553,现货变化,-,-,-,-,-,-,MAX $821.73M 数量=128.17M；NEKO $210.75M 数量=3.50K；WOW $212.28K 数量=3.43K
0x17c3c8fdbcb7d1b240ce08965e09b1fc91cba868,money_printer,0.0,-9534477.4018991,现货变化,-,-,-,-,-,NEAR多 3x $433.55K cross 低杠杆长期型；BTC多 3x $238.97K cross 低杠杆长期型；HYPE多 3x $177.15K cross 低杠杆长期型,MAX $747.30M 数量=116.56M；UPUMP $13.14K 数量=120.37K；LATINA $10.43K 数量=10.43K
0x757bb286acc54032172594e2ae11f02442d7c6ea,smart_money,0.0,-9346566.134850979,现货变化,-,-,-,-,-,-,MAX $732.57M 数量=114.26M；HYPE $1.04K 数量=11.43K；LICKO $21.65 数量=193.307
0xbb97757984fa4408c13bd3b4a9189f520bf317d3,money_printer,-1093.17684499998,-9257350.504385829,USDC减少，疑似资金流出/买入,-,-,-,-,-,AERO空 3x $25.57K cross 强平距=+103.37% 低杠杆长期型,MAX $725.58M 数量=113.17M；HYPE $0.00 数量=0.00841924
