run_id,address,groups,position_count,total_position_value,avg_leverage,min_liq_distance_pct,max_account_leverage,low_mid_ratio,high_risk_ratio,wallet_leverage_style,dominant_position_style,style_mix
9,0x50b309f78e774a756a2230e1769729094cac9f20,money_printer,2,102801967.45333001,22.179691939908313,6.921250014099822,14.596003603837486,0.0,1.0,高风险短线钱包,爆仓边缘型,"爆仓边缘型:$74.69M,极高杠杆短线型:$28.11M"
9,0xaeaab54bbf65bfd6efed7d2eb68372298e3c2416,money_printer,2,70595636.71688,20.0,17.32237949370704,12.86848003769045,0.0,1.0,高风险短线钱包,极高杠杆短线型,极高杠杆短线型:$70.60M
9,0x3e7a0eca8b624b75034ad820fa291425f21f1589,money_printer,2,51870433.481350005,19.999999999999996,10.611996491527071,12.317769419463247,0.0,1.0,高风险短线钱包,极高杠杆短线型,极高杠杆短线型:$51.87M
9,0xcf90cfecf74e631feea816d02e757c0c8e895c0e,money_printer,1,45806950.85074,15.000000000000002,33.07789982431721,2.888963729277122,0.0,1.0,高风险短线钱包,高杠杆短线型,高杠杆短线型:$45.81M
9,0xa9b95f2a2e7ef219021efc5c04c32761b8553bbd,money_printer,3,41117192.0,12.608811418834243,37.55095023507845,10.816632078369611,0.0,1.0,高风险短线钱包,高杠杆短线型,"高杠杆短线型:$30.39M,极高杠杆短线型:$10.73M"
9,0x6666885961fec8ed58ddb45637ea41c02d6423f5,money_printer,1,27829800.0,10.0,34.471342693509705,5.1656844469252245,0.0,1.0,高风险短线钱包,高杠杆短线型,高杠杆短线型:$27.83M
9,0x9c2a2a966ed8e47f0c8b7e2ec2b91424f229f6a8,money_printer,4,20071602.42345,18.008072014644462,63.61491233944112,8.205192490379508,0.0,1.0,高风险短线钱包,极高杠杆短线型,"极高杠杆短线型:$16.07M,高杠杆短线型:$4.00M"
9,0xd62d484bda5391d75b414e68f9ddcedb207b7d91,money_printer,1,16733681.76975,40.0,55.13038712832845,1.7591451134730056,0.0,1.0,高风险短线钱包,极高杠杆短线型,极高杠杆短线型:$16.73M
9,0x152e41f0b83e6cad4b5dc730c1d6279b7d67c9dc,money_printer,1,16567245.07776,10.0,,11.490681809030175,0.0,1.0,高风险短线钱包,高杠杆短线型,高杠杆短线型:$16.57M
9,0xca4903c207a0df58bf37d4bc8bbc5210726f53c8,money_printer,5,15662533.116848,27.662408849870122,83.00019054847527,2.839470441365441,0.0,1.0,高风险短线钱包,极高杠杆短线型,"极高杠杆短线型:$14.77M,高杠杆短线型:$896.01K"
9,0x12f147f08112ff4c32c66bad45118302d20d807c,smart_money,1,15304080.0,40.0,3.739525773596418,20.383683791785746,0.0,1.0,高风险短线钱包,爆仓边缘型,爆仓边缘型:$15.30M
9,0x3ff54fd26855db3758d0b5ae7aed47440c47f705,money_printer,1,15287680.95173,13.0,25.873244218638174,3.7132106294252214,0.0,1.0,高风险短线钱包,高杠杆短线型,高杠杆短线型:$15.29M
9,0x4f7634c03ec4e87e14725c84913ade523c6fad5a,money_printer,2,15150079.3358,10.000000000000002,27.743021828136737,7.407910739500031,0.0,1.0,高风险短线钱包,高杠杆短线型,高杠杆短线型:$15.15M
9,0x218a65e21eddeece7a9df38c6bbdd89f692b7da2,money_printer,2,15096021.14426,8.474557929140419,20.578563063782187,5.20097551774108,0.0,1.0,高风险短线钱包,中高杠杆型,"中高杠杆型:$11.51M,高杠杆短线型:$3.58M"
9,0x4f9b096385c4e66ce3dec9a17e150795b9a02e3f,money_printer,1,14793120.0,10.0,51.520147802246605,2.274425821192015,0.0,1.0,高风险短线钱包,高杠杆短线型,高杠杆短线型:$14.79M
9,0xd67ca2c6f8bc84acf4fa4472b82a8740dc0a53ff,money_printer,1,13537773.45789,10.0,24.842609037991203,10.827848296004166,0.0,1.0,高风险短线钱包,高杠杆短线型,高杠杆短线型:$13.54M
9,0x9321d8117e73b0c79035f0e87debcfd8dbb1d75a,money_printer,6,13513915.7055,24.257635096423833,276.97551532929083,9.092290420385645,0.0,1.0,高风险短线钱包,极高杠杆短线型,"极高杠杆短线型:$11.80M,高杠杆短线型:$1.71M"
9,0x18e2eb3cafa6ee5d3885e20d80298b37321e84fa,money_printer,1,12742920.0,10.0,44.38044894848625,7.144614249084202,0.0,1.0,高风险短线钱包,高杠杆短线型,高杠杆短线型:$12.74M
9,0x0c4a3a7ac74d43732f9b5ea507f01ab72a381b19,smart_money,2,12700035.9382,15.180502394493608,14.835184606013033,5.678481919260861,0.0,1.0,高风险短线钱包,极高杠杆短线型,"极高杠杆短线型:$6.58M,高杠杆短线型:$6.12M"
9,0xa516541e599129095d14f7faf8b11ae670c837b0,smart_money,2,12309924.5445,32.319751672057045,12.006136277644506,12.732209062460651,0.0,1.0,高风险短线钱包,极高杠杆短线型,极高杠杆短线型:$12.31M
9,0xec7f9f5b31b8f5da6ac6c0973bbd496e16f9df39,smart_money,1,12008400.0,20.0,33.657643764205936,8.944854903603828,0.0,1.0,高风险短线钱包,极高杠杆短线型,极高杠杆短线型:$12.01M
