id,run_id,address,groups,coin,side,szi,abs_szi,mark_px,position_value,entry_px,unrealized_pnl,roe,leverage,liquidation_px,margin_mode,leverage_style,leverage_note,margin_used,liq_distance_pct,account_leverage,leverage_weight,leverage_risk_score
86768,8,0x001a1a5eb6800e78197b92a527b3ba8b8d5bfef6,money_printer,BTC,short,-9.607,9.607,59901.5,578475.898,69390.3,88156.7547,1.3224187916,10.0,119752.4742057682,cross,高杠杆短线型,杠杆10.0x，偏短线；强平距离99.9%较安全；cross 共享保证金,57847.5898,99.91565187143594,6.9063650609839335,0.4536,42.0
86771,8,0x001a1a5eb6800e78197b92a527b3ba8b8d5bfef6,money_printer,DOGE,short,-1013000.0,1013000.0,0.074254,75656.918,0.093386,18943.37584,2.0024647991,10.0,0.6191658084,cross,高杠杆短线型,杠杆10.0x，偏短线；强平距离733.8%较安全；cross 共享保证金,7565.6918,733.8484235192716,6.9063650609839335,0.4536,42.0
86769,8,0x001a1a5eb6800e78197b92a527b3ba8b8d5bfef6,money_printer,ETH,short,-1007.325,1007.325,1565.25,1589055.1875,2022.19,447952.7679,2.1990722555,10.0,2141.1515934661,cross,高杠杆短线型,杠杆10.0x，偏短线；强平距离36.8%正常；cross 共享保证金,158905.51875,36.79294639617315,6.9063650609839335,0.42,32.0
86772,8,0x001a1a5eb6800e78197b92a527b3ba8b8d5bfef6,money_printer,HYPE,short,-1992.4,1992.4,61.7945,124521.0152,25.1262,-74459.37706,-7.4367699327,5.0,339.3289806866,cross,中杠杆趋势型,杠杆5.0x，趋势参考；强平距离449.1%较安全；cross 共享保证金,24904.20304,449.1248908666629,6.9063650609839335,1.08,72.0
86770,8,0x001a1a5eb6800e78197b92a527b3ba8b8d5bfef6,money_printer,SOL,short,-3750.0,3750.0,70.3645,266152.5,189.9103,446011.4812,6.2627638153,10.0,221.643514983,cross,高杠杆短线型,杠杆10.0x，偏短线；强平距离215.0%较安全；cross 共享保证金,26615.25,214.99337731810778,6.9063650609839335,0.4536,42.0
81213,8,0x001ac3f0972b620cd6be82ba54d111614d7d48fb,smart_money,HYPE,long,2640.0,2640.0,61.7945,163946.64,62.9802,-2321.14691,-0.1396029233,10.0,60.0467299617,cross,爆仓边缘型,杠杆10.0x，偏短线；强平距离仅2.8%；cross 共享保证金,16394.664,2.8283585728503295,12.28116120038455,0.08,0.0
81260,8,0x003a85c562730b196f7cba202a2515f2ff855736,smart_money,BTC,short,-3.53666,3.53666,59901.5,212348.13972,64603.8,16133.80709,2.8245219923,40.0,65804.4704618775,cross,爆仓边缘型,杠杆40.0x，强降权；强平距离仅9.9%；cross 共享保证金,5308.703493,9.854461844657479,10.169737733898176,0.08,0.0
81299,8,0x004593cdface692ccbc2733b775f624ed0ad703b,smart_money,BTC,short,-10.86583,10.86583,59901.5,652449.62818,80672.0,224119.66401,0.7670346178,3.0,106629.0221543642,isolated,低杠杆长期型,杠杆3.0x，偏长期；强平距离78.0%较安全；isolated 风险隔离,520645.859963,78.00726551816598,1.253153773591211,1.2744,89.0
81305,8,0x0048d42f232164a85a41f15ccf26cf859e58b108,smart_money,ALGO,long,2013675.0,2013675.0,0.084915,171575.178375,0.124694,-79519.579125,-1.5834575743,5.0,,cross,中杠杆趋势型,杠杆5.0x，趋势参考；强平距离未知；cross 共享保证金,34315.035675,,0.03333351121363202,1.0,58.0
86999,8,0x007d76eec0ba411ce873a8819df50dd443d967a0,money_printer,ADA,short,-2000000.0,2000000.0,0.143905,290440.0,0.208521,126603.79628,3.0357434257,10.0,2.9297131135,cross,高杠杆短线型,杠杆10.0x，偏短线；强平距离1935.9%较安全；cross 共享保证金,29044.0,1935.8661015948019,8.137261296146175,0.4536,42.0
87000,8,0x007d76eec0ba411ce873a8819df50dd443d967a0,money_printer,HYPE,short,-110000.0,110000.0,61.7945,6872140.0,63.0723,65815.43084,0.094862862,10.0,113.1011475186,cross,高杠杆短线型,杠杆10.0x，偏短线；强平距离83.0%较安全；cross 共享保证金,687214.0,83.02785445080065,8.137261296146175,0.4536,42.0
86998,8,0x007d76eec0ba411ce873a8819df50dd443d967a0,money_printer,SUI,short,-500000.0,500000.0,0.67904,342275.0,1.02463,170043.18171,3.3190932467,10.0,11.8225224541,cross,高杠杆短线型,杠杆10.0x，偏短线；强平距离1641.1%较安全；cross 共享保证金,34227.5,1641.064216261192,8.137261296146175,0.4536,42.0
87001,8,0x007d76eec0ba411ce873a8819df50dd443d967a0,money_printer,TRUMP,short,-237685.7,237685.7,1.64785,393987.81632,3.47186,431224.510714,5.2256188691,10.0,25.0876432337,cross,高杠杆短线型,杠杆10.0x，偏短线；强平距离1422.4%较安全；cross 共享保证金,39398.781632,1422.4470208878236,8.137261296146175,0.4536,42.0
87006,8,0x00b43bdee2d3fa676ab06739bf1d52f4bad6591e,money_printer,HYPE,long,34000.0,34000.0,61.7945,2124082.0,37.8762,836288.53891,6.4939647869,10.0,,cross,高杠杆短线型,杠杆10.0x，偏短线；强平距离未知；cross 共享保证金,212408.2,,9.90440104001522,0.42,28.0
87074,8,0x00f8da96829820da934fc4a4cb7d39031ce7454b,money_printer,ETH,long,253.4395,253.4395,1565.25,399648.74755,1578.31,-359.01806,-0.0179505545,20.0,298.4194463671,cross,极高杠杆短线型,杠杆20.0x，强降权；强平距离80.9%较安全；cross 共享保证金,19982.437377,80.93471034230313,12.880657846407795,0.27,29.0
87075,8,0x00f8da96829820da934fc4a4cb7d39031ce7454b,money_printer,HYPE,long,65413.0,65413.0,61.7945,4086611.762,61.384,71297.22346,0.1775632339,10.0,57.3641655179,cross,爆仓边缘型,杠杆10.0x，偏短线；强平距离仅7.2%；cross 共享保证金,408661.1762,7.169464081916677,12.880657846407795,0.08,0.0
87233,8,0x010461c14e146ac35fe42271bdc1134ee31c703a,money_printer,0G,short,-13521.0,13521.0,0.242,3283.30443,0.244348,20.537808,0.1243268081,20.0,219.3313101071,cross,极高杠杆短线型,杠杆20.0x，强降权；强平距离90532.8%较安全；cross 共享保证金,164.165221,90532.77277152892,1.1425551150363793,0.27,29.0
87236,8,0x010461c14e146ac35fe42271bdc1134ee31c703a,money_printer,2Z,long,70914.0,70914.0,0.063242,4548.211218,0.064745,-43.118711,-0.1878266719,20.0,,cross,极高杠杆短线型,杠杆20.0x，强降权；强平距离未知；cross 共享保证金,227.41056,,1.1425551150363793,0.25,15.0
87103,8,0x010461c14e146ac35fe42271bdc1134ee31c703a,money_printer,AAVE,long,305.6,305.6,93.014,28867.8928,94.1661,90.728628,0.0630559894,20.0,,cross,极高杠杆短线型,杠杆20.0x，强降权；强平距离未知；cross 共享保证金,1443.39464,,1.1425551150363793,0.25,15.0
87144,8,0x010461c14e146ac35fe42271bdc1134ee31c703a,money_printer,ACE,long,123054.4,123054.4,0.073,9044.4984,0.0751,-204.394183,-0.4419862836,20.0,,cross,极高杠杆短线型,杠杆20.0x，强降权；强平距离未知；cross 共享保证金,452.22492,,1.1425551150363793,0.25,15.0
87121,8,0x010461c14e146ac35fe42271bdc1134ee31c703a,money_printer,ADA,long,156662.0,156662.0,0.143905,22745.75578,0.147099,-299.223907,-0.2596868481,20.0,,cross,极高杠杆短线型,杠杆20.0x，强降权；强平距离未知；cross 共享保证金,1137.287789,,1.1425551150363793,0.25,15.0
87243,8,0x010461c14e146ac35fe42271bdc1134ee31c703a,money_printer,AERO,long,67698.0,67698.0,0.463425,31526.9586,0.47288,-486.098011,-0.3036873466,20.0,,cross,极高杠杆短线型,杠杆20.0x，强降权；强平距离未知；cross 共享保证金,1576.34793,,1.1425551150363793,0.25,15.0
87198,8,0x010461c14e146ac35fe42271bdc1134ee31c703a,money_printer,AIXBT,long,493560.0,493560.0,0.018261,8990.1954,0.018672,-225.880418,-0.4901878467,20.0,,cross,极高杠杆短线型,杠杆20.0x，强降权；强平距离未知；cross 共享保证金,449.50977,,1.1425551150363793,0.25,15.0
87190,8,0x010461c14e146ac35fe42271bdc1134ee31c703a,money_printer,ALGO,short,-581269.0,581269.0,0.084915,49747.907365,0.085619,19.87505,0.007987115,20.0,5.1818405022,cross,极高杠杆短线型,杠杆20.0x，强降权；强平距离6002.4%较安全；cross 共享保证金,2487.395368,6002.3853290938,1.1425551150363793,0.27,29.0
87154,8,0x010461c14e146ac35fe42271bdc1134ee31c703a,money_printer,ALT,long,2910035.0,2910035.0,0.005626,16534.81887,0.005728,-135.479353,-0.1625398073,20.0,,cross,极高杠杆短线型,杠杆20.0x，强降权；强平距离未知；cross 共享保证金,826.740943,,1.1425551150363793,0.25,15.0
87206,8,0x010461c14e146ac35fe42271bdc1134ee31c703a,money_printer,ANIME,long,846648.0,846648.0,0.002602,2218.21776,0.00265,-25.684834,-0.2289300264,20.0,,cross,极高杠杆短线型,杠杆20.0x，强降权；强平距离未知；cross 共享保证金,110.910888,,1.1425551150363793,0.25,15.0
87085,8,0x010461c14e146ac35fe42271bdc1134ee31c703a,money_printer,APE,long,54126.7,54126.7,0.13739,7490.594013,0.13974,-73.291573,-0.1937934469,20.0,,cross,极高杠杆短线型,杠杆20.0x，强降权；强平距离未知；cross 共享保证金,374.5297,,1.1425551150363793,0.25,15.0
87235,8,0x010461c14e146ac35fe42271bdc1134ee31c703a,money_printer,APEX,long,76120.0,76120.0,0.27292,20811.208,0.279609,-472.686657,-0.4441730845,20.0,,cross,极高杠杆短线型,杠杆20.0x，强降权；强平距离未知；cross 共享保证金,1040.5604,,1.1425551150363793,0.25,15.0
87102,8,0x010461c14e146ac35fe42271bdc1134ee31c703a,money_printer,APT,short,-92711.28,92711.28,0.5779,54032.133984,0.595,1139.426465,0.4130484821,20.0,32.5346330405,cross,极高杠杆短线型,杠杆20.0x，强降权；强平距离5529.8%较安全；cross 共享保证金,2701.606699,5529.803260166118,1.1425551150363793,0.27,29.0
87160,8,0x010461c14e146ac35fe42271bdc1134ee31c703a,money_printer,AR,short,-21762.85,21762.85,1.812,39723.730105,1.8534,613.404549,0.3041388806,20.0,137.9423682851,cross,极高杠杆短线型,杠杆20.0x，强降权；强平距离7512.7%较安全；cross 共享保证金,1986.186505,7512.713481517659,1.1425551150363793,0.27,29.0
87088,8,0x010461c14e146ac35fe42271bdc1134ee31c703a,money_printer,ARB,short,-368720.4,368720.4,0.073,27137.82144,0.0745,334.022502,0.2431744318,20.0,8.1075881914,cross,极高杠杆短线型,杠杆20.0x，强降权；强平距离11006.3%较安全；cross 共享保证金,1356.891072,11006.28519369863,1.1425551150363793,0.27,29.0
87230,8,0x010461c14e146ac35fe42271bdc1134ee31c703a,money_printer,ASTER,long,21328.0,21328.0,0.620165,13301.84704,0.626844,-67.482159,-0.1009507029,20.0,,cross,极高杠杆短线型,杠杆20.0x，强降权；强平距离未知；cross 共享保证金,665.092352,,1.1425551150363793,0.25,15.0
87080,8,0x010461c14e146ac35fe42271bdc1134ee31c703a,money_printer,ATOM,long,5314.83,5314.83,1.5588,8342.157168,1.5837,-75.192381,-0.1786604692,20.0,,cross,极高杠杆短线型,杠杆20.0x，强降权；强平距离未知；cross 共享保证金,417.107858,,1.1425551150363793,0.25,15.0
87083,8,0x010461c14e146ac35fe42271bdc1134ee31c703a,money_printer,AVAX,short,-6895.93,6895.93,6.3471,44216.70316,6.4779,454.644912,0.203551015,20.0,435.9835501068,cross,极高杠杆短线型,杠杆20.0x，强降权；强平距离6769.0%较安全；cross 共享保证金,2210.835158,6769.01971147138,1.1425551150363793,0.27,29.0
87231,8,0x010461c14e146ac35fe42271bdc1134ee31c703a,money_printer,AVNT,short,-17420.0,17420.0,0.093726,1632.32368,0.094074,6.454661,0.0787740579,20.0,170.1451012174,cross,极高杠杆短线型,杠杆20.0x，强降权；强平距离181434.6%较安全；cross 共享保证金,81.616184,181434.58081791605,1.1425551150363793,0.27,29.0
87248,8,0x010461c14e146ac35fe42271bdc1134ee31c703a,money_printer,AXS,short,-17009.1,17009.1,0.96479,16518.387465,0.99644,430.245116,0.5077048121,20.0,175.130590507,cross,极高杠杆短线型,杠杆20.0x，强降权；强平距离18052.2%较安全；cross 共享保证金,825.919373,18052.197940173508,1.1425551150363793,0.27,29.0
87251,8,0x010461c14e146ac35fe42271bdc1134ee31c703a,money_printer,AZTEC,short,-2848940.0,2848940.0,0.012897,37002.03272,0.013716,2074.508201,1.0617665495,20.0,1.0527766019,cross,极高杠杆短线型,杠杆20.0x，强降权；强平距离8063.0%较安全；cross 共享保证金,1850.101636,8062.957291618206,1.1425551150363793,0.27,29.0
87215,8,0x010461c14e146ac35fe42271bdc1134ee31c703a,money_printer,BABY,long,2209744.0,2209744.0,0.012903,28744.349952,0.013137,-285.689284,-0.1968232159,20.0,,cross,极高杠杆短线型,杠杆20.0x，强降权；强平距离未知；cross 共享保证金,1437.217497,,1.1425551150363793,0.25,15.0
87114,8,0x010461c14e146ac35fe42271bdc1134ee31c703a,money_printer,BANANA,short,-908.1,908.1,2.63165,2401.56126,2.67094,23.926078,0.1972888304,20.0,3264.7251412709,cross,极高杠杆短线型,杠杆20.0x，强降权；强平距离123956.2%较安全；cross 共享保证金,120.078063,123956.20585073625,1.1425551150363793,0.27,29.0
87101,8,0x010461c14e146ac35fe42271bdc1134ee31c703a,money_printer,BCH,short,-259.802,259.802,195.025,50993.93656,196.777,129.37072,0.0506112483,20.0,11598.4067716496,cross,极高杠杆短线型,杠杆20.0x，强降权；强平距离5847.1%较安全；cross 共享保证金,2549.696828,5847.138454890193,1.1425551150363793,0.27,29.0
87209,8,0x010461c14e146ac35fe42271bdc1134ee31c703a,money_printer,BERA,short,-3181.6,3181.6,0.20953,671.95392,0.2111,-0.288362,-0.0085864757,20.0,931.2821515742,cross,极高杠杆短线型,杠杆20.0x，强降权；强平距离444362.4%较安全；cross 共享保证金,33.597696,444362.44049739896,1.1425551150363793,0.27,29.0
87116,8,0x010461c14e146ac35fe42271bdc1134ee31c703a,money_printer,BIGTIME,short,-2673256.0,2673256.0,0.007414,19971.895576,0.007627,419.086567,0.4110508891,20.0,1.1155935814,cross,极高杠杆短线型,杠杆20.0x，强降权；强平距离14947.1%较安全；cross 共享保证金,998.594778,14947.12141084435,1.1425551150363793,0.27,29.0
87199,8,0x010461c14e146ac35fe42271bdc1134ee31c703a,money_printer,BIO,long,2252398.0,2252398.0,0.028606,64778.96648,0.029167,-918.809588,-0.2797079728,20.0,,cross,极高杠杆短线型,杠杆20.0x，强降权；强平距离未知；cross 共享保证金,3238.948324,,1.1425551150363793,0.25,15.0
87118,8,0x010461c14e146ac35fe42271bdc1134ee31c703a,money_printer,BLUR,long,792472.0,792472.0,0.014442,11513.825688,0.014853,-257.462509,-0.4374415182,20.0,,cross,极高杠杆短线型,杠杆20.0x，强降权；强平距离未知；cross 共享保证金,575.691284,,1.1425551150363793,0.25,15.0
87084,8,0x010461c14e146ac35fe42271bdc1134ee31c703a,money_printer,BNB,long,67.059,67.059,555.31,37428.98085,563.035,-327.593459,-0.1735292277,20.0,,cross,极高杠杆短线型,杠杆20.0x，强降权；强平距离未知；cross 共享保证金,1871.449042,,1.1425551150363793,0.25,15.0
87162,8,0x010461c14e146ac35fe42271bdc1134ee31c703a,money_printer,BOME,long,21288898.0,21288898.0,0.000396,8494.270302,0.000404,-111.286768,-0.258639312,20.0,,cross,极高杠杆短线型,杠杆20.0x，强降权；强平距离未知；cross 共享保证金,424.713515,,1.1425551150363793,0.25,15.0
87174,8,0x010461c14e146ac35fe42271bdc1134ee31c703a,money_printer,BRETT,short,-849740.0,849740.0,0.005182,4439.04176,0.005296,61.977869,0.2753947954,20.0,3.4913436831,cross,极高杠杆短线型,杠杆20.0x，强降权；强平距离67274.4%较安全；cross 共享保证金,221.952088,67274.4439038981,1.1425551150363793,0.27,29.0
87120,8,0x010461c14e146ac35fe42271bdc1134ee31c703a,money_printer,BSV,short,-265.94,265.94,12.4315,3316.53774,12.496,6.671023,0.0401480826,20.0,11151.4321924807,cross,极高杠杆短线型,杠杆20.0x，强降权；强平距离89603.0%较安全；cross 共享保证金,165.826887,89603.03014504042,1.1425551150363793,0.27,29.0
87078,8,0x010461c14e146ac35fe42271bdc1134ee31c703a,money_printer,BTC,short,-0.57024,0.57024,59901.5,34325.5968,60226.4,17.933202,0.0104434238,20.0,5255017.074089354,cross,极高杠杆短线型,杠杆20.0x，强降权；强平距离8672.8%较安全；cross 共享保证金,1716.27984,8672.763743961927,1.1425551150363793,0.27,29.0
87146,8,0x010461c14e146ac35fe42271bdc1134ee31c703a,money_printer,CAKE,short,-9262.5,9262.5,1.3189,12235.7625,1.34421,215.0666,0.345465508,20.0,321.1369610827,cross,极高杠杆短线型,杠杆20.0x，强降权；强平距离24248.8%较安全；cross 共享保证金,611.788125,24248.84836475093,1.1425551150363793,0.27,29.0
87241,8,0x010461c14e146ac35fe42271bdc1134ee31c703a,money_printer,CC,long,147345.0,147345.0,0.152795,22568.83365,0.151272,279.536704,0.2508259499,20.0,,cross,极高杠杆短线型,杠杆20.0x，强降权；强平距离未知；cross 共享保证金,1128.441682,,1.1425551150363793,0.25,15.0
87179,8,0x010461c14e146ac35fe42271bdc1134ee31c703a,money_printer,CELO,long,188576.0,188576.0,0.06237,11802.594688,0.064475,-355.953347,-0.5855194978,20.0,,cross,极高杠杆短线型,杠杆20.0x，强降权；强平距离未知；cross 共享保证金,590.129734,,1.1425551150363793,0.25,15.0
87097,8,0x010461c14e146ac35fe42271bdc1134ee31c703a,money_printer,CFX,long,147333.0,147333.0,0.041931,6207.581289,0.042771,-94.135404,-0.2987611427,20.0,,cross,极高杠杆短线型,杠杆20.0x，强降权；强平距离未知；cross 共享保证金,310.379064,,1.1425551150363793,0.25,15.0
87252,8,0x010461c14e146ac35fe42271bdc1134ee31c703a,money_printer,CHIP,long,1287704.0,1287704.0,0.029686,38610.516736,0.030192,-268.538337,-0.1381403619,20.0,,cross,极高杠杆短线型,杠杆20.0x，强降权；强平距离未知；cross 共享保证金,1930.525836,,1.1425551150363793,0.25,15.0
87104,8,0x010461c14e146ac35fe42271bdc1134ee31c703a,money_printer,COMP,long,2814.33,2814.33,15.6805,44345.39781,16.3401,-1641.078523,-0.7137222305,20.0,,cross,极高杠杆短线型,杠杆20.0x，强降权；强平距离未知；cross 共享保证金,2217.26989,,1.1425551150363793,0.25,15.0
87093,8,0x010461c14e146ac35fe42271bdc1134ee31c703a,money_printer,CRV,short,-95131.3,95131.3,0.18991,18228.108393,0.19234,69.877356,0.0763771018,20.0,31.3306288038,cross,极高杠杆短线型,杠杆20.0x，强降权；强平距离16397.6%较安全；cross 共享保证金,911.405419,16397.61929535043,1.1425551150363793,0.27,29.0
87249,8,0x010461c14e146ac35fe42271bdc1134ee31c703a,money_printer,DASH,short,-1013.18,1013.18,32.829,33524.09984,33.9775,901.246822,0.5235949144,20.0,2956.8481803513,cross,极高杠杆短线型,杠杆20.0x，强降权；强平距离8906.8%较安全；cross 共享保证金,1676.204992,8906.817692745133,1.1425551150363793,0.27,29.0
87089,8,0x010461c14e146ac35fe42271bdc1134ee31c703a,money_printer,DOGE,short,-446215.0,446215.0,0.074254,33318.87405,0.075341,299.58577,0.1782269453,20.0,6.713387523,cross,极高杠杆短线型,杠杆20.0x，强降权；强平距离8941.1%较安全；cross 共享保证金,1665.943702,8941.112294287175,1.1425551150363793,0.27,29.0
87113,8,0x010461c14e146ac35fe42271bdc1134ee31c703a,money_printer,DOT,long,12335.9,12335.9,0.81034,10042.902908,0.83044,-201.350688,-0.3930997727,20.0,,cross,极高杠杆短线型,杠杆20.0x，强降权；强平距离未知；cross 共享保证金,502.145145,,1.1425551150363793,0.25,15.0
