【资金费率 / 流动性风险】
run_id=1160 | 更新时间北京时间=2026-08-12 09:00:44 | UTC=2026-08-12 01:23:29

AIXBT | funding=-0.01% 风险=低 | 24h成交额=$145.09K 流动性风险=高 | OI=$484.71K
LDO | funding=-0.00% 风险=低 | 24h成交额=$1.09M 流动性风险=高 | OI=$8.32M
GRAM | funding=+0.00% 风险=低 | 24h成交额=$1.25M 流动性风险=高 | OI=$13.45M
WLD | funding=+0.00% 风险=低 | 24h成交额=$4.82M 流动性风险=高 | OI=$25.73M
MON | funding=+0.00% 风险=低 | 24h成交额=$1.42M 流动性风险=高 | OI=$28.93M
JTO | funding=+0.00% 风险=低 | 24h成交额=$1.55M 流动性风险=高 | OI=$8.22M
AAVE | funding=+0.00% 风险=低 | 24h成交额=$4.95M 流动性风险=高 | OI=$59.68M
AERO | funding=+0.00% 风险=低 | 24h成交额=$706.57K 流动性风险=高 | OI=$8.13M
KAITO | funding=-0.28% 风险=高 | 24h成交额=$15.40M 流动性风险=中 | OI=$12.69M
TAO | funding=+0.00% 风险=低 | 24h成交额=$6.24M 流动性风险=中 | OI=$32.46M
XMR | funding=+0.00% 风险=低 | 24h成交额=$8.35M 流动性风险=中 | OI=$57.69M
ETH | funding=+0.00% 风险=低 | 24h成交额=$632.77M 流动性风险=低 | OI=$1.55B
ZEC | funding=+0.00% 风险=低 | 24h成交额=$62.98M 流动性风险=低 | OI=$205.32M
BTC | funding=+0.00% 风险=低 | 24h成交额=$1.26B 流动性风险=低 | OI=$2.53B
HYPE | funding=+0.00% 风险=低 | 24h成交额=$126.75M 流动性风险=低 | OI=$1.17B
LIT | funding=+0.00% 风险=低 | 24h成交额=$20.93M 流动性风险=低 | OI=$89.18M
PUMP | funding=+0.00% 风险=低 | 24h成交额=$44.53M 流动性风险=低 | OI=$99.65M
XRP | funding=+0.00% 风险=低 | 24h成交额=$54.81M 流动性风险=低 | OI=$107.58M
NEAR | funding=+0.00% 风险=低 | 24h成交额=$6.96M 流动性风险=中 | OI=$48.68M
PAXG | funding=+0.00% 风险=低 | 24h成交额=$5.14M 流动性风险=中 | OI=$33.88M
CASHCAT | funding=+0.00% 风险=低 | 24h成交额=$8.53M 流动性风险=中 | OI=$21.77M
DOGE | funding=+0.00% 风险=低 | 24h成交额=$11.64M 流动性风险=中 | OI=$30.79M
SOL | funding=+0.00% 风险=低 | 24h成交额=$107.63M 流动性风险=低 | OI=$382.67M
