【滚动建仓资金流 + 杠杆质量】
说明：短线异动看上一轮；长期建仓看滚动窗口，但已修正嵌套窗口重复加分。
新逻辑：2h/6h、24h/72h、15d/30d 分组取最高；同时检查持续性、钱包广度、单钱包集中度、现货-only、杠杆质量。
run_id=1192 | 北京时间=2026-08-13 17:00:53 | UTC=2026-08-13 09:17:16

NEKO 偏多 | rolling_score=+0.5 杠杆项=+0.0 | 最强窗口=30d $1.75B | 均杠杆=0.0 高风险占比=0% | 主滚动窗口取30d：$1.75B，资金分+0.8；30d$1.75B 质量=0.30 覆盖=97% 钱包=51 持续=43轮/18天；含断跑gap=2；现货主导100%且无合约低杠杆确认；存在反向滚动窗口1组，冲突扣分-0.2
BRIDGE 偏多 | rolling_score=+0.5 杠杆项=+0.0 | 最强窗口=30d $471.46M | 均杠杆=0.0 高风险占比=0% | 主滚动窗口取30d：$471.46M，资金分+0.5；30d$471.46M 质量=0.18 覆盖=78% 钱包=12 持续=4轮/4天；持续性不足：4/20轮 4/10天；现货主导100%且无合约低杠杆确认
UANSEM 偏多 | rolling_score=+0.8 杠杆项=+0.0 | 最强窗口=30d $234.04M | 均杠杆=0.0 高风险占比=0% | 主滚动窗口取30d：$234.04M，资金分+0.8；30d$234.04M 质量=0.30 覆盖=92% 钱包=9 持续=32轮/10天；含断跑gap=2；现货主导100%且无合约低杠杆确认
BASED 偏多 | rolling_score=+0.6 杠杆项=+0.0 | 最强窗口=30d $149.98M | 均杠杆=0.0 高风险占比=0% | 主滚动窗口取30d：$149.98M，资金分+0.6；30d$149.98M 质量=0.23 覆盖=98% 钱包=4 持续=21轮/12天；含断跑gap=2；Top3占比95%；现货主导100%且无合约低杠杆确认
ETH 偏空 | rolling_score=-1.5 杠杆项=+0.4 | 最强窗口=30d -$120.47M | 均杠杆=13.153212403168698 高风险占比=63% | 主滚动窗口取30d：-$120.47M，资金分-2.0；杠杆健康：低/中杠杆37% 均13.2x；30d-$120.47M 质量=0.75 覆盖=100% 钱包=48 持续=312轮/27天；含断跑gap=6
KNTQ 偏空 | rolling_score=-0.8 杠杆项=+0.0 | 最强窗口=30d -$81.95M | 均杠杆=0.0 高风险占比=0% | 主滚动窗口取30d：-$81.95M，资金分-0.8；30d-$81.95M 质量=0.30 覆盖=91% 钱包=7 持续=30轮/12天；含断跑gap=1；现货主导100%且无合约低杠杆确认
UPUMP 偏空 | rolling_score=-0.8 杠杆项=+0.0 | 最强窗口=30d -$54.23M | 均杠杆=0.0 高风险占比=0% | 主滚动窗口取30d：-$54.23M，资金分-0.8；30d-$54.23M 质量=0.30 覆盖=100% 钱包=16 持续=265轮/28天；含断跑gap=6；现货主导100%且无合约低杠杆确认
UBONK 偏多 | rolling_score=+0.5 杠杆项=+0.0 | 最强窗口=30d $51.55M | 均杠杆=0.0 高风险占比=0% | 主滚动窗口取30d：$51.55M，资金分+0.5；30d$51.55M 质量=0.18 覆盖=100% 钱包=2 持续=152轮/27天；含断跑gap=3；参与钱包少：2/3个；现货主导100%且无合约低杠杆确认
ZEC 偏多 | rolling_score=+1.9 杠杆项=+0.2 | 最强窗口=30d $49.83M | 均杠杆=5.052628367220885 高风险占比=35% | 主滚动窗口取30d：$49.83M，资金分+2.0；杠杆健康：低/中杠杆65% 均5.1x；30d$49.83M 质量=0.75 覆盖=100% 钱包=33 持续=331轮/28天；含断跑gap=6；存在反向滚动窗口1组，冲突扣分-0.2
SOL 偏空 | rolling_score=-1.7 杠杆项=+0.5 | 最强窗口=30d -$36.45M | 均杠杆=16.014761789064117 高风险占比=83% | 主滚动窗口取30d：-$36.45M，资金分-2.0；杠杆健康：低/中杠杆17% 均16.0x；30d-$36.45M 质量=0.75 覆盖=100% 钱包=17 持续=326轮/28天；含断跑gap=6；其他成熟窗口同向确认1组，确认分-0.2
BUDDY 偏空 | rolling_score=-0.8 杠杆项=+0.0 | 最强窗口=30d -$28.47M | 均杠杆=0.0 高风险占比=0% | 主滚动窗口取30d：-$28.47M，资金分-0.8；30d-$28.47M 质量=0.30 覆盖=82% 钱包=5 持续=24轮/12天；含断跑gap=3；现货主导100%且无合约低杠杆确认
HWAVE 偏空 | rolling_score=-0.1 杠杆项=+0.0 | 最强窗口=30d -$17.34M | 均杠杆=0.0 高风险占比=0% | 主滚动窗口取30d：-$17.34M，资金分-0.1；30d-$17.34M 质量=0.05 覆盖=97% 钱包=1 持续=12轮/12天；持续性不足：12/20轮 12/10天；含断跑gap=1；参与钱包少：1/3个；Top1占比100%
PUMP 偏空 | rolling_score=-1.8 杠杆项=+0.1 | 最强窗口=30d -$15.25M | 均杠杆=7.192185724425875 高风险占比=53% | 主滚动窗口取30d：-$15.25M，资金分-2.0；30d-$15.25M 质量=0.75 覆盖=100% 钱包=17 持续=358轮/28天；含断跑gap=6
HYPE 偏多 | rolling_score=+0.8 杠杆项=-0.4 | 最强窗口=72h $10.06M | 均杠杆=7.883397754957399 高风险占比=70% | 主滚动窗口取72h：$10.06M，资金分+1.2；杠杆风险：高风险70% 均7.9x；72h$10.06M 质量=0.75 覆盖=99% 钱包=7 持续=43轮/4天；含断跑gap=1
UAVAX 偏空 | rolling_score=-0.1 杠杆项=+0.0 | 最强窗口=24h -$10.30M | 均杠杆=0.0 高风险占比=0% | 主滚动窗口取24h：-$10.30M，资金分-0.1；24h-$10.30M 质量=0.05 覆盖=12% 钱包=1 持续=1轮/1天；窗口未成熟：覆盖12%/50% span=3.0h；持续性不足：1/4轮 1/1天；参与钱包少：1/2个；Top1占比100%
MAX 偏空 | rolling_score=-0.5 杠杆项=+0.0 | 最强窗口=72h -$7.35M | 均杠杆=0.0 高风险占比=0% | 主滚动窗口取72h：-$7.35M，资金分-0.5；72h-$7.35M 质量=0.30 覆盖=90% 钱包=3 持续=9轮/4天；Top3占比100%；现货主导100%且无合约低杠杆确认
MON 偏空 | rolling_score=-1.7 杠杆项=-0.5 | 最强窗口=72h -$4.99M | 均杠杆=4.59564216461534 高风险占比=1% | 主滚动窗口取72h：-$4.99M，资金分-1.2；杠杆风险：高风险1% 均4.6x；72h-$4.99M 质量=0.75 覆盖=99% 钱包=0 持续=49轮/4天；含断跑gap=1
KAITO 偏空 | rolling_score=-1.4 杠杆项=-0.2 | 最强窗口=24h -$2.69M | 均杠杆=5.128435786821531 高风险占比=1% | 主滚动窗口取24h：-$2.69M，资金分-1.2；杠杆风险：高风险1% 均5.1x；24h-$2.69M 质量=1.00 覆盖=96% 钱包=0 持续=17轮/2天
