lifecycle_id,lifecycle_type,coin,direction,status,entry_time,entry_px,entry_score,max_score,last_seen_at,last_score,missing_count,exit_time,exit_px,exit_reason,lifecycle_return_pct,holding_hours,note
1,strong,QONE,bearish,open,2026-06-29 16:35:01,283.27,-13.9,13.9,2026-06-29 16:59:51,-13.9,0,,,,,,本轮现货主动变化-$76.59M；本轮钱包质量加权资金流-$91.91M；2h滚动净流入-$91.91M；6h滚动净流入-$91.91M；24h滚动净流入-$91.91M；72h滚动净流入-$91.91M；15d滚动净流入-$91.91M；30d滚动净流入-$91.91M；多窗口同向累积(6个窗口) -1.5；历史样本不足
