run_id,source,side,sample_events,24h_n,24h_win,24h_hurdle_win,24h_win_lower_95,24h_hurdle_lower_95,24h_avg_ret,24h_median_ret,72h_n,72h_win,72h_hurdle_win,72h_win_lower_95,72h_hurdle_lower_95,72h_avg_ret,72h_median_ret,7d_n,7d_win,7d_hurdle_win,7d_win_lower_95,7d_hurdle_lower_95,7d_avg_ret,7d_median_ret,15d_n,15d_win,15d_hurdle_win,15d_win_lower_95,15d_hurdle_lower_95,15d_avg_ret,15d_median_ret,30d_n,30d_win,30d_hurdle_win,30d_win_lower_95,30d_hurdle_lower_95,30d_avg_ret,30d_median_ret
551,alert_signal,long,2,2,100.0,100.0,34.24,34.24,6.8948,10.6531,2,100.0,100.0,34.24,34.24,9.0908,12.434,1,100.0,100.0,20.65,20.65,17.9998,17.9998,0,,,,,,,0,,,,,,
551,alert_signal,short,11,11,54.55,45.45,28.01,21.27,1.4019,0.5611,11,36.36,27.27,15.17,9.75,-2.4492,-2.8459,8,12.5,12.5,2.24,2.24,-2.6739,-0.8648,0,,,,,,,0,,,,,,
551,alert_signal,all,13,13,61.54,53.85,35.52,29.14,2.247,2.9264,13,46.15,38.46,23.21,17.71,-0.6738,0.0,9,22.22,22.22,6.32,6.32,-0.3768,-0.8648,0,,,,,,,0,,,,,,
551,longterm_candidate,short,5,5,60.0,40.0,23.07,11.76,2.8881,0.5611,5,40.0,20.0,11.76,3.62,-1.9557,0.0,5,20.0,20.0,3.62,3.62,-2.6893,-0.8648,0,,,,,,,0,,,,,,
551,longterm_candidate,all,5,5,60.0,40.0,23.07,11.76,2.8881,0.5611,5,40.0,20.0,11.76,3.62,-1.9557,0.0,5,20.0,20.0,3.62,3.62,-2.6893,-0.8648,0,,,,,,,0,,,,,,
