【滚动建仓资金流 + 杠杆质量】
说明：短线异动看上一轮；长期建仓看滚动窗口，但已修正嵌套窗口重复加分。
新逻辑：2h/6h、24h/72h、15d/30d 分组取最高；同时检查持续性、钱包广度、单钱包集中度、现货-only、杠杆质量。
run_id=1289 | 北京时间=2026-08-17 18:00:38 | UTC=2026-08-17 10:16:58

NEKO 偏多 | rolling_score=+0.8 杠杆项=+0.0 | 最强窗口=30d $1.83B | 均杠杆=0.0 高风险占比=0% | 主滚动窗口取30d：$1.83B，资金分+0.8；30d$1.83B 质量=0.30 覆盖=92% 钱包=48 持续=34轮/16天；含断跑gap=2；现货主导100%且无合约低杠杆确认
BRIDGE 偏多 | rolling_score=+0.2 杠杆项=+0.0 | 最强窗口=30d $506.07M | 均杠杆=0.0 高风险占比=0% | 主滚动窗口取30d：$506.07M，资金分+0.2；30d$506.07M 质量=0.08 覆盖=89% 钱包=12 持续=4轮/4天；持续性不足：4/20轮 4/10天；Top1占比76%；现货主导100%且无合约低杠杆确认
BASED 偏多 | rolling_score=+0.3 杠杆项=+0.0 | 最强窗口=30d $165.92M | 均杠杆=0.0 高风险占比=0% | 主滚动窗口取30d：$165.92M，资金分+0.3；30d$165.92M 质量=0.10 覆盖=97% 钱包=4 持续=19轮/12天；持续性不足：19/20轮 12/10天；含断跑gap=2；Top3占比97%；现货主导100%且无合约低杠杆确认
UANSEM 偏多 | rolling_score=+0.4 杠杆项=+0.0 | 最强窗口=30d $134.06M | 均杠杆=0.0 高风险占比=0% | 主滚动窗口取30d：$134.06M，资金分+0.4；30d$134.06M 质量=0.14 覆盖=100% 钱包=7 持续=30轮/9天；持续性不足：30/20轮 9/10天；含断跑gap=2；现货主导100%且无合约低杠杆确认
BTC 偏空 | rolling_score=-1.6 杠杆项=+0.6 | 最强窗口=30d -$104.09M | 均杠杆=21.48355147394727 高风险占比=78% | 主滚动窗口取30d：-$104.09M，资金分-2.0；杠杆健康：低/中杠杆22% 均21.5x；30d-$104.09M 质量=0.75 覆盖=100% 钱包=52 持续=314轮/28天；含断跑gap=6；其他成熟窗口同向确认1组，确认分-0.2
BUDDY 偏空 | rolling_score=-0.8 杠杆项=+0.0 | 最强窗口=30d -$97.88M | 均杠杆=0.0 高风险占比=0% | 主滚动窗口取30d：-$97.88M，资金分-0.8；30d-$97.88M 质量=0.30 覆盖=100% 钱包=5 持续=33轮/16天；含断跑gap=3；现货主导100%且无合约低杠杆确认
ETH 偏空 | rolling_score=-1.6 杠杆项=+0.4 | 最强窗口=30d -$57.13M | 均杠杆=12.704357789589336 高风险占比=60% | 主滚动窗口取30d：-$57.13M，资金分-2.0；杠杆健康：低/中杠杆40% 均12.7x；30d-$57.13M 质量=0.75 覆盖=100% 钱包=46 持续=300轮/27天；含断跑gap=6
UPUMP 偏空 | rolling_score=-0.4 杠杆项=+0.0 | 最强窗口=30d -$53.05M | 均杠杆=0.0 高风险占比=0% | 主滚动窗口取30d：-$53.05M，资金分-0.4；30d-$53.05M 质量=0.14 覆盖=100% 钱包=18 持续=275轮/28天；含断跑gap=6；Top1占比78%；现货主导100%且无合约低杠杆确认
UBONK 偏多 | rolling_score=+0.2 杠杆项=+0.0 | 最强窗口=30d $45.80M | 均杠杆=0.0 高风险占比=0% | 主滚动窗口取30d：$45.80M，资金分+0.2；30d$45.80M 质量=0.08 覆盖=100% 钱包=2 持续=146轮/27天；含断跑gap=3；参与钱包少：2/3个；Top1占比72%；现货主导100%且无合约低杠杆确认
SOL 偏空 | rolling_score=-1.4 杠杆项=+0.5 | 最强窗口=30d -$40.88M | 均杠杆=16.076992607147513 高风险占比=83% | 主滚动窗口取30d：-$40.88M，资金分-2.0；杠杆健康：低/中杠杆17% 均16.1x；30d-$40.88M 质量=0.75 覆盖=100% 钱包=15 持续=327轮/28天；含断跑gap=6
ZEC 偏多 | rolling_score=+2.3 杠杆项=+0.4 | 最强窗口=30d $26.39M | 均杠杆=4.562332181713664 高风险占比=30% | 主滚动窗口取30d：$26.39M，资金分+2.0；杠杆健康：低/中杠杆70% 均4.6x；30d$26.39M 质量=0.75 覆盖=100% 钱包=24 持续=333轮/28天；含断跑gap=6
