【滚动建仓资金流 + 杠杆质量】
说明：短线异动看上一轮；长期建仓看滚动窗口，但已修正嵌套窗口重复加分。
新逻辑：2h/6h、24h/72h、15d/30d 分组取最高；同时检查持续性、钱包广度、单钱包集中度、现货-only、杠杆质量。
run_id=1306 | 北京时间=2026-08-18 13:00:39 | UTC=2026-08-18 05:17:00

NEKO 偏多 | rolling_score=+0.5 杠杆项=+0.0 | 最强窗口=30d $1.83B | 均杠杆=0.0 高风险占比=0% | 主滚动窗口取30d：$1.83B，资金分+0.8；30d$1.83B 质量=0.30 覆盖=95% 钱包=48 持续=35轮/16天；含断跑gap=3；现货主导100%且无合约低杠杆确认；存在反向滚动窗口1组，冲突扣分-0.2
BRIDGE 偏多 | rolling_score=+0.2 杠杆项=+0.0 | 最强窗口=30d $506.07M | 均杠杆=0.0 高风险占比=0% | 主滚动窗口取30d：$506.07M，资金分+0.2；30d$506.07M 质量=0.08 覆盖=89% 钱包=12 持续=4轮/4天；持续性不足：4/20轮 4/10天；Top1占比76%；现货主导100%且无合约低杠杆确认
BASED 偏多 | rolling_score=+0.3 杠杆项=+0.0 | 最强窗口=30d $145.72M | 均杠杆=0.0 高风险占比=0% | 主滚动窗口取30d：$145.72M，资金分+0.3；30d$145.72M 质量=0.10 覆盖=93% 钱包=4 持续=18轮/11天；持续性不足：18/20轮 11/10天；含断跑gap=2；Top3占比97%；现货主导100%且无合约低杠杆确认
UANSEM 偏多 | rolling_score=+0.6 杠杆项=+0.0 | 最强窗口=15d $126.91M | 均杠杆=0.0 高风险占比=0% | 主滚动窗口取15d：$126.91M，资金分+0.6；15d$126.91M 质量=0.30 覆盖=96% 钱包=7 持续=18轮/6天；含断跑gap=2；现货主导100%且无合约低杠杆确认
UPUMP 偏空 | rolling_score=-0.1 杠杆项=+0.0 | 最强窗口=72h -$84.09M | 均杠杆=0.0 高风险占比=0% | 主滚动窗口取72h：-$84.09M，资金分-0.4；72h-$84.09M 质量=0.23 覆盖=100% 钱包=4 持续=35轮/3天；含断跑gap=2；Top3占比98%；现货主导100%且无合约低杠杆确认；存在反向滚动窗口1组，冲突扣分+0.2
BUDDY 偏空 | rolling_score=-0.8 杠杆项=+0.0 | 最强窗口=30d -$76.24M | 均杠杆=0.0 高风险占比=0% | 主滚动窗口取30d：-$76.24M，资金分-0.8；30d-$76.24M 质量=0.30 覆盖=97% 钱包=5 持续=35轮/16天；含断跑gap=4；现货主导100%且无合约低杠杆确认
ETH 偏空 | rolling_score=-1.8 杠杆项=+0.4 | 最强窗口=30d -$68.36M | 均杠杆=12.669557758704343 高风险占比=60% | 主滚动窗口取30d：-$68.36M，资金分-2.0；杠杆健康：低/中杠杆40% 均12.7x；30d-$68.36M 质量=0.75 覆盖=100% 钱包=46 持续=301轮/27天；含断跑gap=8；其他成熟窗口同向确认1组，确认分-0.2
KNTQ 偏空 | rolling_score=-0.8 杠杆项=+0.0 | 最强窗口=30d -$57.63M | 均杠杆=0.0 高风险占比=0% | 主滚动窗口取30d：-$57.63M，资金分-0.8；30d-$57.63M 质量=0.30 覆盖=98% 钱包=10 持续=59轮/15天；含断跑gap=2；现货主导100%且无合约低杠杆确认
UBONK 偏多 | rolling_score=-0.0 杠杆项=+0.0 | 最强窗口=30d $40.47M | 均杠杆=0.0 高风险占比=0% | 主滚动窗口取30d：$40.47M，资金分+0.2；30d$40.47M 质量=0.08 覆盖=99% 钱包=2 持续=138轮/27天；含断跑gap=3；参与钱包少：2/3个；Top1占比72%；现货主导100%且无合约低杠杆确认；存在反向滚动窗口1组，冲突扣分-0.2
SOL 偏空 | rolling_score=-1.4 杠杆项=+0.5 | 最强窗口=30d -$35.36M | 均杠杆=16.086153310733952 高风险占比=84% | 主滚动窗口取30d：-$35.36M，资金分-2.0；杠杆健康：低/中杠杆16% 均16.1x；30d-$35.36M 质量=0.75 覆盖=100% 钱包=15 持续=319轮/28天；含断跑gap=8
HWAVE 偏空 | rolling_score=-0.1 杠杆项=+0.0 | 最强窗口=30d -$33.97M | 均杠杆=0.0 高风险占比=0% | 主滚动窗口取30d：-$33.97M，资金分-0.1；30d-$33.97M 质量=0.05 覆盖=92% 钱包=1 持续=12轮/12天；持续性不足：12/20轮 12/10天；含断跑gap=1；参与钱包少：1/3个；Top1占比100%
